refcode,component_refcode,component_index,smiles,HBD,HBA,logP,MW
LUZGUM,LUZGUM_4,4,O,0,0,-0.8247,18.010564684
LUZGUM,LUZGUM_5,5,O,0,0,-0.8247,18.010564684
LUZGUM,LUZGUM_6,6,O,0,0,-0.8247,18.010564684
LUZHAT,LUZHAT_1,1,Oc1cc(cc(O)c1O)C(=O)[O-],3,5,-0.8331000000000004,169.01424683991002
LUZHAT,LUZHAT_2,2,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZHAT,LUZHAT_3,3,CO,1,1,-0.3915,32.026214748
LUZHEX,LUZHEX_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZHEX,LUZHEX_2,2,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZHEX,LUZHEX_3,3,O=C([O-])C(=O)[O-],0,4,-3.5138000000000003,87.98075563982
LUZHEX,LUZHEX_4,4,CCO,1,1,-0.0014000000000000123,46.041864812
LUZHEX,LUZHEX_5,5,CCO,1,1,-0.0014000000000000123,46.041864812
LUZHEX,LUZHEX_6,6,O,0,0,-0.8247,18.010564684
LUZHEX,LUZHEX_7,7,O,0,0,-0.8247,18.010564684
LUZHOH,LUZHOH_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZHOH,LUZHOH_2,2,O,0,0,-0.8247,18.010564684
LUZHUN,LUZHUN_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZHUN,LUZHUN_2,2,O,0,0,-0.8247,18.010564684
LUZPOP,LUZPOP_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZPOP,LUZPOP_2,2,O,0,0,-0.8247,18.010564684
LUZPUV,LUZPUV_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZPUV,LUZPUV_2,2,O,0,0,-0.8247,18.010564684
LUZPUV01,LUZPUV01_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZPUV01,LUZPUV01_2,2,O,0,0,-0.8247,18.010564684
LUZQAC,LUZQAC_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CCN(C)CC2)c2ccccc2)c1,2,7,3.6159000000000026,539.2532545360001
LUZQAC,LUZQAC_2,2,O,0,0,-0.8247,18.010564684
LUZQEG,LUZQEG_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZQEG,LUZQEG_2,2,O=C([O-])c1ccc(cc1)C(=O)[O-],0,4,-1.5864000000000003,164.01205576782002
LUZQIK,LUZQIK_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZQIK,LUZQIK_2,2,Clc1cc(ccc1C(=O)[O-])N(=O)=O,0,4,0.6116999999999999,199.97560883591
LUZQIK,LUZQIK_3,3,O,0,0,-0.8247,18.010564684
LUZQOQ,LUZQOQ_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZQOQ,LUZQOQ_2,2,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
LUZQUW,LUZQUW_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZQUW,LUZQUW_2,2,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZQUW,LUZQUW_3,3,OC(=O)CCCC(=O)[O-],1,3,-1.0088,131.03498228391
LUZQUW,LUZQUW_4,4,OC(=O)CCCC(=O)[O-],1,3,-1.0088,131.03498228391
LUZQUW,LUZQUW_5,5,O,0,0,-0.8247,18.010564684
LUZQUW,LUZQUW_6,6,O,0,0,-0.8247,18.010564684
LUZQUW,LUZQUW_7,7,O,0,0,-0.8247,18.010564684
LUZQUW,LUZQUW_8,8,O,0,0,-0.8247,18.010564684
LUZRAD,LUZRAD_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZRAD,LUZRAD_2,2,O=C([O-])c1cccnc1,0,3,-0.5549000000000002,122.02475194791
LUZRAD,LUZRAD_3,3,ClCCl,0,0,1.4215,83.953355424
LUZREH,LUZREH_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZREH,LUZREH_2,2,Oc1ccc(cc1)C(=O)[O-],1,3,-0.24430000000000018,137.02441759991
LUZRIL,LUZRIL_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZRIL,LUZRIL_2,2,Oc1cccc(O)c1C(=O)[O-],2,4,-0.5387000000000002,153.01933221991
LUZROR,LUZROR_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZROR,LUZROR_2,2,Oc1ccc(O)c(c1)C(=O)[O-],2,4,-0.5387000000000002,153.01933221991
LUZSAE,LUZSAE_1,1,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZSAE,LUZSAE_2,2,COC(=O)c1ccc2c(NC(=O)C2=C(Nc2ccc(cc2)N(C)C(=O)CN2CC[NH+](C)CC2)c2ccccc2)c1,3,6,2.198800000000001,540.2605309880901
LUZSAE,LUZSAE_3,3,Oc1cccc(O)c1C(=O)[O-],2,4,-0.5387000000000002,153.01933221991
LUZSAE,LUZSAE_4,4,Oc1cccc(O)c1C(=O)[O-],2,4,-0.5387000000000002,153.01933221991
LUZSAE,LUZSAE_5,5,CO,1,1,-0.3915,32.026214748
LUZSAE,LUZSAE_6,6,CO,1,1,-0.3915,32.026214748
LVALIN,LVALIN_1,1,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LVALIN,LVALIN_2,2,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LVALIN01,LVALIN01_1,1,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LVALIN01,LVALIN01_2,2,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LVALIN05,LVALIN05_1,1,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LVALIN05,LVALIN05_2,2,[NH3+]C(C(C)C)C(=O)[O-],1,2,-1.9971999999999988,117.078978592
LYSASP,LYSASP_1,1,[NH3+]CCCCC(N)C(O)=O,3,2,-1.1894999999999991,147.11280414009
LYSASP,LYSASP_2,2,[NH3+]C(CC(=O)[O-])C(=O)[O-],1,4,-4.5131999999999985,132.03023125191
LYSCLH,LYSCLH_1,1,[Cl-],0,0,-2.996,34.96940125991
LYSCLH,LYSCLH_2,2,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
LYSCLH,LYSCLH_3,3,O,0,0,-0.8247,18.010564684
LYSCLH,LYSCLH_4,4,O,0,0,-0.8247,18.010564684
LYSCLH02,LYSCLH02_1,1,[Cl-],0,0,-2.996,34.96940125991
LYSCLH02,LYSCLH02_2,2,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
LYSCLH02,LYSCLH02_3,3,O,0,0,-0.8247,18.010564684
LYSCLH02,LYSCLH02_4,4,O,0,0,-0.8247,18.010564684
LYSCLH11,LYSCLH11_1,1,[Cl-],0,0,-2.996,34.96940125991
LYSCLH11,LYSCLH11_2,2,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
LYSCLH11,LYSCLH11_3,3,O,0,0,-0.8247,18.010564684
LYSCLH11,LYSCLH11_4,4,O,0,0,-0.8247,18.010564684
MAAZNB,MAAZNB_1,1,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,0,6,1.4112,213.002184816
MAAZNB,MAAZNB_2,2,CN(C)c1nc(nc(n1)N(C)C)N(C)C,0,6,0.0696000000000001,210.15929457599998
MABMEK,MABMEK_1,1,Nc1ccc(cc1)C(O)=O,2,2,0.9670000000000001,137.047678464
MABMEK,MABMEK_2,2,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
MABMIO,MABMIO_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
MABMIO,MABMIO_2,2,Nc1ccc(C(O)=O)c(O)c1,3,3,0.6726000000000001,153.042593084
MABMOU,MABMOU_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
MABMOU,MABMOU_2,2,Nc1ccc(cc1)C(O)=O,2,2,0.9670000000000001,137.047678464
MABMUA,MABMUA_1,1,CC(=O)Oc1ccccc1C(=O)NC1=NC=C(S1)N(=O)=O,1,7,2.2289000000000003,307.026291388
MABMUA,MABMUA_2,2,Nc1ccc(C(O)=O)c(O)c1,3,3,0.6726000000000001,153.042593084
MABYIY,MABYIY_1,1,OP(=O)([O-])CCC(=O)[O-],1,4,-2.3278999999999996,151.98855704982
MABYIY,MABYIY_2,2,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
MABYIY,MABYIY_3,3,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
MACFAB,MACFAB_1,1,Cc1ccc(cc1)C1=CC(=NN1c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,1,4,3.5139200000000006,381.07588234799994
MACKUX,MACKUX_1,1,COc1cc2c(CCNC32CSC2C4C5N(C)C(Cc6cc(C)c(OC)c(O)c56)C(O)N4C(COC3=O)c3c4OCOc4c(C)c(OC(C)=O)c23)cc1O,4,15,3.413240000000003,761.261830196
MACKUX,MACKUX_2,2,CC(C)O,1,1,0.38710000000000006,60.057514876
MACKUX,MACKUX_3,3,CC(C)O,1,1,0.38710000000000006,60.057514876
MACMIQ,MACMIQ_1,1,[I-],0,0,-2.996,126.90502157991
MACMIQ,MACMIQ_2,2,[I-],0,0,-2.996,126.90502157991
MACMIQ,MACMIQ_3,3,[I-],0,0,-2.996,126.90502157991
MACMIQ,MACMIQ_4,4,[NH3+]CC(O)=O,2,1,-1.6871000000000003,76.03930485209
MACMIQ,MACMIQ_5,5,[NH3+]CC(=O)[O-],1,2,-3.0218,75.0320284
MACMIQ,MACMIQ_6,6,[NH3+]C(CCCNC(N)=[NH2+])C(=O)[O-],4,2,-5.209599999999999,175.11895214009
MACMIQ,MACMIQ_7,7,[NH3+]C(CCCNC(N)=[NH2+])C(=O)[O-],4,2,-5.209599999999999,175.11895214009
MACMIQ,MACMIQ_8,8,O,0,0,-0.8247,18.010564684
MACNIP,MACNIP_1,1,OC(=O)CC(O)(CC(=O)[O-])C(=O)[O-],2,6,-3.9178999999999986,190.01244969182002
MACNIP,MACNIP_2,2,[NH3+]C1CCCCC1[NH3+],2,0,-1.218599999999999,116.13025135217998
MACNIP,MACNIP_3,3,O,0,0,-0.8247,18.010564684
MACQIS,MACQIS_1,1,O,0,0,-0.8247,18.010564684
MACQIS,MACQIS_2,2,Nc1[nH+]c(N)nc(N)n1,3,5,-1.9627000000000008,127.07267064408998
MACQIS,MACQIS_3,3,Nc1[nH+]c(N)nc(N)n1,3,5,-1.9627000000000008,127.07267064408998
MACQIS,MACQIS_4,4,O,0,0,-0.8247,18.010564684
MACQIS,MACQIS_5,5,OC(=O)CC(O)(CC(=O)[O-])C(=O)[O-],2,6,-3.9178999999999986,190.01244969182002
MACXPR10,MACXPR10_1,1,CC1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C2(C)CCC(=O)C=C12,0,4,4.655200000000004,386.24570956799994
MADGEG,MADGEG_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADGEG,MADGEG_2,2,COC1=CC=CNC1=O,1,2,0.3834999999999999,125.047678464
MADGEG,MADGEG_3,3,O,0,0,-0.8247,18.010564684
MADGIK,MADGIK_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADGIK,MADGIK_2,2,O=C1CCCCN1,1,1,0.28650000000000003,99.068413908
MADGIK,MADGIK_3,3,O=C1CCCCN1,1,1,0.28650000000000003,99.068413908
MADSAO,MADSAO_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSAO,MADSAO_2,2,O=C1NC=CC=C1,1,1,0.37490000000000007,95.03711378
MADSES,MADSES_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSES,MADSES_2,2,O=C1NC=CC=C1,1,1,0.37490000000000007,95.03711378
MADSES,MADSES_3,3,O=C1NC=CC=C1,1,1,0.37490000000000007,95.03711378
MADSIW,MADSIW_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSIW,MADSIW_2,2,O,0,0,-0.8247,18.010564684
MADSIW,MADSIW_3,3,O=C1CCCCCN1,1,1,0.6766000000000001,113.084063972
MADSOC,MADSOC_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSOC,MADSOC_2,2,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSOC,MADSOC_3,3,CS(C)=O,0,1,-0.005299999999999971,78.013935812
MADSUI,MADSUI_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSUI,MADSUI_2,2,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSUI,MADSUI_3,3,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADSUI,MADSUI_4,4,CC1=CC=CC(=O)N1,1,1,0.6833199999999999,109.052763844
MADSUI,MADSUI_5,5,CC1=CC=CC(=O)N1,1,1,0.6833199999999999,109.052763844
MADSUI,MADSUI_6,6,CC1=CC=CC(=O)N1,1,1,0.6833199999999999,109.052763844
MADTAP,MADTAP_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADTAP,MADTAP_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
MADTAP01,MADTAP01_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADTAP01,MADTAP01_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
MADTET,MADTET_1,1,CC(=O)NC1=NN=C(S1)S(N)(=O)=O,2,6,-0.8561000000000003,221.988132052
MADTET,MADTET_2,2,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
MADTET,MADTET_3,3,O=C1NC=CC=C1,1,1,0.37490000000000007,95.03711378
MAFLAI,MAFLAI_1,1,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C)c(C=NN1CCN(CC1)C1CCCC1)c(O)c4c3C2=O,6,15,5.6482200000000065,876.4520734879999
MAFLAI,MAFLAI_2,2,CO,1,1,-0.3915,32.026214748
MAFLAI,MAFLAI_3,3,CO,1,1,-0.3915,32.026214748
MAFLAI,MAFLAI_4,4,CO,1,1,-0.3915,32.026214748
MAFSUI,MAFSUI_1,1,OCC(O)C(O)C(O)C(O)CO,6,6,-3.5854000000000004,182.079038168
MAFSUI,MAFSUI_2,2,OCC(O)C(O)C(O)C(O)CO,6,6,-3.5854000000000004,182.079038168
MAFSUI,MAFSUI_3,3,O,0,0,-0.8247,18.010564684
MAGXIF,MAGXIF_1,1,C1N2CN3CN1CN(C2)C3,0,4,-1.0197999999999992,140.106196384
MAHMOB,MAHMOB_1,1,Oc1ccc(Cl)cc1C(=O)[O-],1,3,0.40909999999999985,170.98544524791
MAHMOB,MAHMOB_2,2,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
MAJPUI,MAJPUI_1,1,[Rb+],0,0,-2.996,84.91124116009
MAJPUI,MAJPUI_2,2,[Rb+],0,0,-2.996,84.91124116009
MAJPUI,MAJPUI_3,3,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,7,2.0255,514.2843973279099
MAJPUI,MAJPUI_4,4,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,7,2.0255,514.2843973279099
MAJPUI,MAJPUI_5,5,O,0,0,-0.8247,18.010564684
MAJPUI,MAJPUI_6,6,O,0,0,-0.8247,18.010564684
MAJPUI,MAJPUI_7,7,O,0,0,-0.8247,18.010564684
MAJPUI,MAJPUI_8,8,O,0,0,-0.8247,18.010564684
MAJPUI,MAJPUI_9,9,O,0,0,-0.8247,18.010564684
MAJQAP,MAJQAP_1,1,[Rb+],0,0,-2.996,84.91124116009
MAJQAP,MAJQAP_2,2,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,7,2.0255,514.2843973279099
MAJQAP,MAJQAP_3,3,CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,7,2.0255,514.2843973279099
MAJQAP,MAJQAP_4,4,O,0,0,-0.8247,18.010564684
MAJQAP,MAJQAP_5,5,O,0,0,-0.8247,18.010564684
MAJQAP,MAJQAP_6,6,[Rb+],0,0,-2.996,84.91124116009
MAJQET,MAJQET_1,1,[Ca+2],0,0,-0.3808,39.96149382018
MAJQET,MAJQET_2,2,[Ca+2],0,0,-0.3808,39.96149382018
MAJQET,MAJQET_3,3,[Ca+2],0,0,-0.3808,39.96149382018
MAJQET,MAJQET_4,4,[Cl-],0,0,-2.996,34.96940125991
MAJQET,MAJQET_5,5,[Cl-],0,0,-2.996,34.96940125991
MAJQET,MAJQET_6,6,[Cl-],0,0,-2.996,34.96940125991
MAJQET,MAJQET_7,7,[Cl-],0,0,-2.996,34.96940125991
MAJQET,MAJQET_8,8,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
MAJQET,MAJQET_9,9,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
MAJQET,MAJQET_10,10,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
MAJQET,MAJQET_11,11,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_12,12,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_13,13,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_14,14,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_15,15,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_16,16,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_17,17,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_18,18,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_19,19,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_20,20,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_21,21,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_22,22,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_23,23,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_24,24,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_25,25,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_26,26,O,0,0,-0.8247,18.010564684
MAJQET,MAJQET_27,27,CC(C)=O,0,1,0.5952999999999999,58.041864812
MAJQIY,MAJQIY_1,1,COc1cc(ccc1CC1=CN(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,2,7,5.6959200000000045,575.2090067759999
MAJQIY,MAJQIY_2,2,O,0,0,-0.8247,18.010564684
MAJQOE,MAJQOE_1,1,COc1cc(ccc1CC1=CN(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,2,7,5.6959200000000045,575.2090067759999
MAJQOE,MAJQOE_2,2,CO,1,1,-0.3915,32.026214748
MAJQUK,MAJQUK_1,1,COc1cc(ccc1CC1=CN(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,2,7,5.6959200000000045,575.2090067759999
MAJQUK,MAJQUK_2,2,CCO,1,1,-0.0014000000000000123,46.041864812
MAJRUK,MAJRUK_1,1,CS(=O)(=O)[N-]S(C)(=O)=O,0,4,-0.7206999999999999,171.97437325191
MAJRUK,MAJRUK_2,2,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
MAJTAT,MAJTAT_1,1,[NH3+]C(CC[Se]C)C(O)=O,2,1,-0.7578000000000009,198.00277634409
MAJTAT,MAJTAT_2,2,[Cl-],0,0,-2.996,34.96940125991
MAKLUH,MAKLUH_1,1,O=[Se](=O)([O-])[O-],0,4,-2.9964000000000004,143.89727693982002
MAKLUH,MAKLUH_2,2,[NH3+]CC[NH2+]CC[NH2+]CC[NH3+],4,0,-5.403,150.18225238435997
MAKLUH,MAKLUH_3,3,O,0,0,-0.8247,18.010564684
MALPOG,MALPOG_1,1,O=C1N2CN3C4C5N(CN6C7C8N(CN9C%10C%11N(CN%12C%13C%14N(CN%15C%16C%17N(CN1C1C2N2CN4C(=O)N5CN7C(=O)N8CN%10C(=O)N%11CN%13C(=O)N%14CN%16C(=O)N%17CN1C2=O)C%15=O)C%12=O)C9=O)C6=O)C3=O,0,12,-5.664000000000001,996.2944525920002
MALPOG,MALPOG_2,2,OC(=O)CCCCCCCC(O)=O,2,2,1.8863,188.104858992
MALPOG,MALPOG_3,3,O,0,0,-0.8247,18.010564684
MALPOG,MALPOG_4,4,O,0,0,-0.8247,18.010564684
MALPOG,MALPOG_5,5,O,0,0,-0.8247,18.010564684
MALQAT,MALQAT_1,1,[Cl-],0,0,-2.996,34.96940125991
MALQAT,MALQAT_2,2,[Cl-],0,0,-2.996,34.96940125991
MALQAT,MALQAT_3,3,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
MALQAT,MALQAT_4,4,[NH3+]CCCCC([NH3+])C(O)=O,3,1,-1.906299999999998,148.12008059218
MALQAT,MALQAT_5,5,F[B-](F)(F)F,0,0,1.3,87.00346685991
MAMSOM,MAMSOM_1,1,O=C([O-])c1cc(cc(c1[O-])N(=O)=O)N(=O)=O,0,7,-1.0598999999999998,225.98729756382002
MAMSOM,MAMSOM_2,2,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
MAMSOM,MAMSOM_3,3,C1CNCCN1,2,2,-0.8208,86.08439831999999
MAMSOM,MAMSOM_4,4,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
MAMSOM,MAMSOM_5,5,O,0,0,-0.8247,18.010564684
MANMUJ,MANMUJ_1,1,C[N+](C)(C)CC(=O)[O-],0,2,-1.5574999999999983,117.078978592
MANMUJ,MANMUJ_2,2,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ,MANMUJ_3,3,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ,MANMUJ_4,4,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ,MANMUJ_5,5,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ02,MANMUJ02_1,1,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ02,MANMUJ02_2,2,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ02,MANMUJ02_3,3,C[N+](C)(C)CC(=O)[O-],0,2,-1.5574999999999983,117.078978592
MANMUJ02,MANMUJ02_4,4,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ02,MANMUJ02_5,5,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ03,MANMUJ03_1,1,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ03,MANMUJ03_2,2,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ03,MANMUJ03_3,3,C[N+](C)(C)CC(=O)[O-],0,2,-1.5574999999999983,117.078978592
MANMUJ03,MANMUJ03_4,4,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ03,MANMUJ03_5,5,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ04,MANMUJ04_1,1,C[N+](C)(C)CC(=O)[O-],0,2,-1.5574999999999983,117.078978592
MANMUJ04,MANMUJ04_2,2,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
MANMUJ04,MANMUJ04_3,3,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
MANMUJ04,MANMUJ04_4,4,N1C=[NH+]C=C1,1,0,-0.17119999999999996,69.04472458008999
