refcode,component_refcode,component_index,smiles,HBD,HBA,logP,MW
FOGVIG04,FOGVIG04_1,1,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,4,6,-0.7679999999999989,337.04493572
FOGVIG05,FOGVIG05_1,1,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,4,6,-0.7679999999999989,337.04493572
FOGVIG06,FOGVIG06_1,1,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,4,6,-0.7679999999999989,337.04493572
FOGVIG07,FOGVIG07_1,1,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,4,6,-0.7679999999999989,337.04493572
FOGVIG08,FOGVIG08_1,1,NC(N)=NC1=NC(=CS1)CSCCC(N)=NS(N)(=O)=O,4,6,-0.7679999999999989,337.04493572
FOGWAZ,FOGWAZ_1,1,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,3,8,2.740520000000001,369.18008959599996
FOGWAZ,FOGWAZ_2,2,CS(C)=O,0,1,-0.005299999999999971,78.013935812
FOGWAZ,FOGWAZ_3,3,O,0,0,-0.8247,18.010564684
FOHLIY,FOHLIY_1,1,C[NH+](CC#C)Cc1ccccc1,1,0,0.3345,160.11207586809
FOHLIY,FOHLIY_2,2,C[NH+](CC#C)Cc1ccccc1,1,0,0.3345,160.11207586809
FOHLIY,FOHLIY_3,3,[Cl-],0,0,-2.996,34.96940125991
FOHLIY,FOHLIY_4,4,[Cl-],0,0,-2.996,34.96940125991
FOHLIY01,FOHLIY01_1,1,C[NH+](CC#C)Cc1ccccc1,1,0,0.3345,160.11207586809
FOHLIY01,FOHLIY01_2,2,C[NH+](CC#C)Cc1ccccc1,1,0,0.3345,160.11207586809
FOHLIY01,FOHLIY01_3,3,[Cl-],0,0,-2.996,34.96940125991
FOHLIY01,FOHLIY01_4,4,[Cl-],0,0,-2.996,34.96940125991
FOHRAV,FOHRAV_1,1,[K+],0,0,-2.996,38.96315810009
FOHRAV,FOHRAV_2,2,O,0,0,-0.8247,18.010564684
FOHRAV,FOHRAV_3,3,O,0,0,-0.8247,18.010564684
FOHRAV,FOHRAV_4,4,O,0,0,-0.8247,18.010564684
FOHRAV,FOHRAV_5,5,O=C([O-])CCC(=O)[O-],0,4,-2.733599999999999,116.01205576782002
FOHSUT,FOHSUT_1,1,O=C([O-])COCC(=O)[O-],0,5,-3.4971999999999994,132.00697038782002
FOHSUT,FOHSUT_2,2,O,0,0,-0.8247,18.010564684
FOHSUT,FOHSUT_3,3,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
FOHSUT,FOHSUT_4,4,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
FOHTEE,FOHTEE_1,1,O=C([O-])C[NH2+]CC(=O)[O-],1,4,-4.950399999999998,132.03023125191
FOHTEE,FOHTEE_2,2,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
FOJHOF,FOJHOF_1,1,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
FOJHOF,FOJHOF_2,2,O=C1CCCC2C3CCC[NH+]4CCCC(CN12)C34,1,1,0.4546000000000012,249.19613984008998
FOJPUQ,FOJPUQ_1,1,CC1(C)C2=CC=C(N2)C2=CC=C(N2)C(C)(C)C2=CC=C(S2)C(C)(C)C2=CC=C(N2)C2=CC=C(N2)C(C)(C)C2=CC=C1S2,4,2,10.072999999999997,592.26943928
FOJPUQ,FOJPUQ_2,2,O=C([O-])c1ccccc1,0,2,0.05009999999999992,121.02950297991
FOJPUQ,FOJPUQ_3,3,C[CH]CC[N+](CCCC)(CCCC)CCCC,0,0,4.817790000000005,241.27640154008998
FOJPUQ,FOJPUQ_4,4,ClCCl,0,0,1.4215,83.953355424
FOJYOV,FOJYOV_1,1,CC(=O)Oc1ccccc1C(=O)[O-],0,4,-0.024600000000000066,179.03498228391
FOJYOV,FOJYOV_2,2,C[N+](C)=C(N)N=C(N)N,3,0,-2.1533999999999986,130.10872180408998
FOJZUC,FOJZUC_1,1,CC(=O)Oc1ccccc1C(=O)[O-],0,4,-0.024600000000000066,179.03498228391
FOJZUC,FOJZUC_2,2,CC(=O)Oc1ccccc1C(=O)[O-],0,4,-0.024600000000000066,179.03498228391
FOJZUC,FOJZUC_3,3,C[N+](C)=C(N)N=C(N)N,3,0,-2.1533999999999986,130.10872180408998
FOJZUC,FOJZUC_4,4,C[N+](C)=C(N)N=C(N)N,3,0,-2.1533999999999986,130.10872180408998
FOJZUC,FOJZUC_5,5,O,0,0,-0.8247,18.010564684
FOKJEU,FOKJEU_1,1,O=[Cl](=O)(=O)[O-],0,4,-4.756,98.94905973991001
FOKJEU,FOKJEU_2,2,O,0,0,-0.8247,18.010564684
FOKJEU,FOKJEU_3,3,Cc1ncc(C[N+]2=CSC(=C2C)CCO)c(N)n1,2,5,0.60774,265.11175858409
FOKLOK,FOKLOK_1,1,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,1,4,4.859300000000004,447.14803246400004
FOKLOK,FOKLOK_2,2,OCCO,2,2,-1.0290000000000001,62.036779432
FOKRUU,FOKRUU_1,1,O=C([O-])c1ccc2c3ccc(C(=O)[O-])c4c(ccc(c5ccc(C(=O)[O-])c1c25)c34)C(=O)[O-],0,8,-0.8088000000000002,424.0241115356399
FOKRUU,FOKRUU_2,2,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
FOKRUU,FOKRUU_3,3,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
FOKRUU,FOKRUU_4,4,O,0,0,-0.8247,18.010564684
FOKRUU,FOKRUU_5,5,O,0,0,-0.8247,18.010564684
FOKRUU,FOKRUU_6,6,O,0,0,-0.8247,18.010564684
FOKRUU,FOKRUU_7,7,O,0,0,-0.8247,18.010564684
FOLCAH01,FOLCAH01_1,1,NC1=Nc2ncc(CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)nc2C(=O)N1,6,9,-0.044800000000000395,441.13968132799994
FOLCAH01,FOLCAH01_2,2,O,0,0,-0.8247,18.010564684
FOLCAH01,FOLCAH01_3,3,O,0,0,-0.8247,18.010564684
FOLCAH03,FOLCAH03_1,1,NC1=Nc2ncc(CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)nc2C(=O)N1,6,9,-0.044800000000000395,441.13968132799994
FOLCAH03,FOLCAH03_2,2,O,0,0,-0.8247,18.010564684
FOLCAH03,FOLCAH03_3,3,O,0,0,-0.8247,18.010564684
FOLHAP,FOLHAP_1,1,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
FOLHAP01,FOLHAP01_1,1,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
FOLHAP01,FOLHAP01_2,2,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
FOLHAP01,FOLHAP01_3,3,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
FOLHAP02,FOLHAP02_1,1,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
FOLNED,FOLNED_1,1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,5,13,1.0226000000000086,748.4841677200901
FOLNED,FOLNED_2,2,OC(CC(O)=O)C(=O)[O-],2,4,-2.4280999999999997,133.01424683991002
FOLNED,FOLNED_3,3,O,0,0,-0.8247,18.010564684
FOLNED,FOLNED_4,4,O,0,0,-0.8247,18.010564684
FOLNIH,FOLNIH_1,1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,5,13,1.0226000000000086,748.4841677200901
FOLNIH,FOLNIH_2,2,Oc1ccccc1C(=O)[O-],1,3,-0.24429999999999996,137.02441759991
FOLNIH,FOLNIH_3,3,CCOC(C)=O,0,2,0.5694,88.052429496
FOLNIH,FOLNIH_4,4,O,0,0,-0.8247,18.010564684
FOLNIH,FOLNIH_5,5,O,0,0,-0.8247,18.010564684
FOLQUW,FOLQUW_1,1,FC1=C[N-]C(=O)NC1=O,1,2,-1.1686,129.01057910391
FOLQUW,FOLQUW_2,2,C[N+](C)=C(N)N=C(N)N,3,0,-2.1533999999999986,130.10872180408998
FOLYIO,FOLYIO_1,1,[Cl-],0,0,-2.996,34.96940125991
FOLYIO,FOLYIO_2,2,COc1cc2NC(=NC(=[NH2+])c2cc1OC)N1CCN(CC1)C(=O)C1=CC=CO1,2,6,-0.20469999999999877,384.1666306040899
FOLYIO,FOLYIO_3,3,CO,1,1,-0.3915,32.026214748
FOMCAL,FOMCAL_1,1,[Br-],0,0,-2.996,78.91888567991
FOMCAL,FOMCAL_2,2,CN1CCN2CCC[NH2+]CCCN(CC1)CCN(C)CC2,1,4,-1.1751999999999938,298.29652257209
FOMCAL,FOMCAL_3,3,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
FOMXAH,FOMXAH_1,1,NC(=O)N1c2ccccc2C=Cc2ccccc12,1,1,3.3872000000000018,236.094963004
FOMXAH,FOMXAH_2,2,NC(=O)N1c2ccccc2C=Cc2ccccc12,1,1,3.3872000000000018,236.094963004
FOMXAH,FOMXAH_3,3,O=CC1=CC=CO1,0,2,1.0920999999999998,96.021129368
FONCER,FONCER_1,1,O=C([O-])c1cc(cc(c1)N(=O)=O)N(=O)=O,0,6,-0.13350000000000017,210.99965939591002
FONCER,FONCER_2,2,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,5,1.2011999999999998,212.006935848
FONCER,FONCER_3,3,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
FONJAU,FONJAU_1,1,[NH3+]C(CCSC)C(O)=O,2,2,-0.5653999999999999,150.05832604409
FONJAU,FONJAU_2,2,OC(C(O)=O)c1ccccc1,2,2,0.8046,152.047344116
FONJAU,FONJAU_3,3,OC(C(O)=O)c1ccccc1,2,2,0.8046,152.047344116
FONJAU,FONJAU_4,4,OC(C(=O)[O-])c1ccccc1,1,3,-0.5301000000000007,151.04006766391
FOPMIG,FOPMIG_1,1,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1,3,3.408920000000003,294.00940749990997
FOPMIG,FOPMIG_2,2,[NH3+]CCO,2,1,-1.7793999999999999,62.060040296089994
FOPMIG,FOPMIG_3,3,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1,3,3.408920000000003,294.00940749990997
FOPMIG,FOPMIG_4,4,[NH3+]CCO,2,1,-1.7793999999999999,62.060040296089994
FOPMOM,FOPMOM_1,1,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1,3,3.408920000000003,294.00940749990997
FOPMOM,FOPMOM_2,2,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
FOPMOM,FOPMOM_3,3,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl,1,3,3.408920000000003,294.00940749990997
FOPMOM,FOPMOM_4,4,C[N+](C)(C)CCO,1,1,-0.3150999999999999,104.10699048808999
FOPMOM,FOPMOM_5,5,O,0,0,-0.8247,18.010564684
FOPMOM,FOPMOM_6,6,O,0,0,-0.8247,18.010564684
FOPYOB,FOPYOB_1,1,ClC1=C([O-])C(=O)C(=C([O-])C1=O)Cl,0,4,-1.2404000000000002,205.91846099982
FOPYOB,FOPYOB_2,2,[NH3+]C(CO)(CO)CO,4,3,-3.0559999999999996,122.08116966409
FOPYOB,FOPYOB_3,3,[NH3+]C(CO)(CO)CO,4,3,-3.0559999999999996,122.08116966409
FOPYOZ,FOPYOZ_1,1,COc1ccc2N=C([N-]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,0,5,2.5288400000000006,344.10743601590997
FOPYOZ,FOPYOZ_2,2,COc1ccc2N=C([N-]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,0,5,2.5288400000000006,344.10743601590997
FOPYOZ,FOPYOZ_3,3,[NH2+]1CCNCC1,2,1,-1.846999999999999,87.09167477208999
FOPYOZ,FOPYOZ_4,4,[NH2+]1CCNCC1,2,1,-1.846999999999999,87.09167477208999
FOPYOZ,FOPYOZ_5,5,Cc1ccccc1,0,0,1.99502,92.062600256
FOPYUE,FOPYUE_1,1,CCC1=NN(CCC[NH+]2CCN(CC2)c2cccc(Cl)c2)C(=O)N1CCOc1ccccc1,1,6,2.134800000000001,470.23172939609
FOPYUE,FOPYUE_2,2,[Cl-],0,0,-2.996,34.96940125991
FOPYUH,FOPYUH_1,1,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,2,4,1.1549999999999998,207.933013904
FOPYUH,FOPYUH_2,2,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,2,4,1.1549999999999998,207.933013904
FOPYUH,FOPYUH_3,3,NC(CO)(CO)CO,4,4,-2.3391999999999995,121.073893212
FOPYUH,FOPYUH_4,4,NC(CO)(CO)CO,4,4,-2.3391999999999995,121.073893212
FOPYUH,FOPYUH_5,5,O,0,0,-0.8247,18.010564684
FOQHEY,FOQHEY_1,1,c1ccc2nc3ccccc3nc2c1,0,2,2.7830000000000013,180.068748256
FOQHEY,FOQHEY_2,2,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
FOQMEH,FOQMEH_1,1,CC(C)(C)[NH2+]C(C)(C)C,1,0,1.1468,130.15902606008999
FOQMEH,FOQMEH_2,2,O=C([O-])c1ccccc1,0,2,0.05009999999999992,121.02950297991
FOQREK,FOQREK_1,1,OC(=O)c1cc(O)c(O)c(O)c1,4,4,0.5015999999999998,170.021523292
FOQREK,FOQREK_2,2,NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,4,8,-3.0114999999999994,244.080769484
FOQREK,FOQREK_3,3,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_1,1,NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,4,8,-3.0114999999999994,244.080769484
FOQRIO,FOQRIO_2,2,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_3,3,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_4,4,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_5,5,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_6,6,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_7,7,OC(=O)c1cc(O)cc(O)c1,3,3,0.7959999999999998,154.026608672
FOQRIO,FOQRIO_8,8,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_9,9,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_10,10,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_11,11,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_12,12,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_13,13,O,0,0,-0.8247,18.010564684
FOQRIO,FOQRIO_14,14,O,0,0,-0.8247,18.010564684
FOQROU,FOQROU_1,1,O=C1CC(=O)NC(=O)N1,2,3,-1.2575,128.022191988
FOQROU,FOQROU_2,2,NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,4,8,-3.0114999999999994,244.080769484
FOQROU,FOQROU_3,3,O,0,0,-0.8247,18.010564684
FOQZIW,FOQZIW_1,1,OP(=O)([O-])c1ccc(cc1)C(c1ccc(cc1)P(O)(=O)[O-])(c1ccc(cc1)P(O)(=O)[O-])c1ccc(cc1)P(O)(=O)[O-],4,8,-1.2467000000000004,635.99271691964
FOQZIW,FOQZIW_2,2,C1[NH+]2CN3C[NH+]1CN(C2)C3,2,2,-3.8539999999999974,142.12074928817998
FOQZIW,FOQZIW_3,3,O,0,0,-0.8247,18.010564684
FOQZIW,FOQZIW_4,4,O,0,0,-0.8247,18.010564684
FOQZIW,FOQZIW_5,5,O,0,0,-0.8247,18.010564684
FOQZIW,FOQZIW_6,6,CS(C)=O,0,1,-0.005299999999999971,78.013935812
FOQZIW,FOQZIW_7,7,CS(C)=O,0,1,-0.005299999999999971,78.013935812
FOQZIW,FOQZIW_8,8,[H],0,0,0.1125,1.007825032
FOQZIW,FOQZIW_9,9,[H],0,0,0.1125,1.007825032
FORGAU,FORGAU_1,1,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH+](C)CC1,2,4,0.1934000000000009,334.1561461720901
FORGAU,FORGAU_2,2,CS(=O)(=O)[O-],0,3,-0.8385999999999998,94.98083853591001
FORGAU,FORGAU_3,3,O,0,0,-0.8247,18.010564684
FORGAU,FORGAU_4,4,O,0,0,-0.8247,18.010564684
FORGAU01,FORGAU01_1,1,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH+](C)CC1,2,4,0.1934000000000009,334.1561461720901
FORGAU01,FORGAU01_2,2,CS(=O)(=O)[O-],0,3,-0.8385999999999998,94.98083853591001
FORGAU01,FORGAU01_3,3,O,0,0,-0.8247,18.010564684
FORGAU01,FORGAU01_4,4,O,0,0,-0.8247,18.010564684
FOSFIE,FOSFIE_1,1,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSFIE,FOSFIE_2,2,COc1cc(C=CC(O)=O)ccc1O,2,3,1.4986,194.0579088
FOSFOK,FOSFOK_1,1,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSFOK,FOSFOK_2,2,Oc1cccc(O)c1,2,2,1.0977999999999999,110.036779432
FOSFUQ,FOSFUQ_1,1,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSFUQ,FOSFUQ_2,2,COc1cc(ccc1O)C(O)=O,2,3,1.099,168.042258736
FOSFUQ01,FOSFUQ01_1,1,COc1cc(ccc1O)C(O)=O,2,3,1.099,168.042258736
FOSFUQ01,FOSFUQ01_2,2,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSHON,FOSHON_1,1,[Cl-],0,0,-2.996,34.96940125991
FOSHON,FOSHON_2,2,ClC(Cl)Cl,0,0,1.9864,117.91438307199999
FOSHON,FOSHON_3,3,CN(C)c1ccc(cc1)[C+](c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,0,3,4.903790000000004,372.24342438009
FOSJOP,FOSJOP_1,1,Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,1,2,2.8380400000000012,299.15764615609004
FOSJOP,FOSJOP_2,2,OC(=O)C(=O)[O-],1,3,-2.1791,88.98803209191
FOSJUV,FOSJUV_1,1,Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,1,2,2.8380400000000012,299.15764615609004
FOSJUV,FOSJUV_2,2,OC(=O)CC(=O)[O-],1,3,-1.7890000000000001,103.00368215591001
FOSJUV,FOSJUV_3,3,O,0,0,-0.8247,18.010564684
FOSKAC,FOSKAC_1,1,Cc1ccc(Sc2ccccc2N2CC[NH2+]CC2)c(C)c1,1,2,2.8380400000000012,299.15764615609004
FOSKAC,FOSKAC_2,2,OC(=O)CCC(=O)[O-],1,3,-1.3989000000000003,117.01933221991001
FOSKAC,FOSKAC_3,3,O,0,0,-0.8247,18.010564684
FOSMIL,FOSMIL_1,1,OC(=O)C=Cc1ccc(O)c(O)c1,3,3,1.1956,180.042258736
FOSMIL,FOSMIL_2,2,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSMIL01,FOSMIL01_1,1,OC(=O)C=Cc1ccc(O)c(O)c1,3,3,1.1956,180.042258736
FOSMIL01,FOSMIL01_2,2,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSMIL02,FOSMIL02_1,1,OC(=O)C=Cc1ccc(O)c(O)c1,3,3,1.1956,180.042258736
FOSMIL02,FOSMIL02_2,2,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSMIL03,FOSMIL03_1,1,OC(=O)C=Cc1ccc(O)c(O)c1,3,3,1.1956,180.042258736
FOSMIL03,FOSMIL03_2,2,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
FOSNIO,FOSNIO_1,1,OC(C(=O)[O-])c1ccccc1,1,3,-0.5301000000000007,151.04006766391
FOSNIO,FOSNIO_2,2,OC(C(=O)[O-])c1ccccc1,1,3,-0.5301000000000007,151.04006766391
FOSNIO,FOSNIO_3,3,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
FOSNIO,FOSNIO_4,4,[NH3+]CCCCC([NH3+])C(=O)[O-],2,2,-3.2409999999999988,147.11280414009
FOSNIO,FOSNIO_6,6,O,0,0,-0.8247,18.010564684
FOSNIO,FOSNIO_7,7,O,0,0,-0.8247,18.010564684
FOSNIO,FOSNIO_8,8,O,0,0,-0.8247,18.010564684
FOSNIO,FOSNIO_9,9,O,0,0,-0.8247,18.010564684
FOSPEA,FOSPEA_1,1,CC1OC1P(O)(=O)[O-],1,3,-0.7231000000000001,137.00091888191
FOSPEA,FOSPEA_2,2,O,0,0,-0.8247,18.010564684
FOSPEA,FOSPEA_3,3,[NH3+]C(C)c1ccccc1,1,0,0.9894999999999999,122.09642580408999
FOSQEL,FOSQEL_1,1,OCC[NH+](CCO)CCO,4,3,-3.1517999999999975,150.11246979209
FOSQEL,FOSQEL_2,2,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O,0,7,0.4847999999999996,227.98982298391002
FOSYUL,FOSYUL_1,1,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(O)=O,2,4,3.440000000000002,464.2907684960899
FOSYUL,FOSYUL_2,2,O,0,0,-0.8247,18.010564684
FOSYUL,FOSYUL_3,3,O,0,0,-0.8247,18.010564684
FOSYUL,FOSYUL_4,4,O=C([O-])c1ccc(cc1)C(=O)[O-],0,4,-1.5864000000000003,164.01205576782002
FOSYUL,FOSYUL_5,5,CO,1,1,-0.3915,32.026214748
FOSZAS,FOSZAS_1,1,OC(=O)CNC(=O)c1ccccc1,2,2,0.5009999999999994,179.058243148
FOSZAS,FOSZAS_2,2,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(=O)[O-],1,5,2.1053000000000006,463.28349204399996
FOSZAS,FOSZAS_3,3,O,0,0,-0.8247,18.010564684
FOSZAS,FOSZAS_4,4,O,0,0,-0.8247,18.010564684
FOSZAS,FOSZAS_5,5,O,0,0,-0.8247,18.010564684
FOSZAS,FOSZAS_6,6,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_7,7,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_8,8,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_9,9,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_10,10,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_11,11,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_12,12,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_13,13,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_14,14,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_15,15,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_16,16,[H],0,0,0.1125,1.007825032
FOSZAS,FOSZAS_17,17,[H],0,0,0.1125,1.007825032
FOSZEW,FOSZEW_1,1,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(=O)[O-],1,5,2.1053000000000006,463.28349204399996
FOSZEW,FOSZEW_2,2,O,0,0,-0.8247,18.010564684
FOSZEW,FOSZEW_3,3,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
FOSZEW,FOSZEW_4,4,O,0,0,-0.8247,18.010564684
FOSZEW01,FOSZEW01_1,1,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(=O)[O-],1,5,2.1053000000000006,463.28349204399996
FOSZEW01,FOSZEW01_2,2,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
FOSZEW01,FOSZEW01_3,3,O,0,0,-0.8247,18.010564684
FOSZEW01,FOSZEW01_4,4,O,0,0,-0.8247,18.010564684
FOSZIA,FOSZIA_1,1,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(=O)[O-],1,5,2.1053000000000006,463.28349204399996
FOSZIA,FOSZIA_2,2,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(=O)[O-],1,5,2.1053000000000006,463.28349204399996
FOSZIA,FOSZIA_3,3,O,0,0,-0.8247,18.010564684
FOSZIA,FOSZIA_4,4,O,0,0,-0.8247,18.010564684
FOSZIA,FOSZIA_5,5,O,0,0,-0.8247,18.010564684
FOSZIA,FOSZIA_6,6,O,0,0,-0.8247,18.010564684
FOSZIA,FOSZIA_7,7,O,0,0,-0.8247,18.010564684
FOSZUM,FOSZUM_1,1,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,2,6,0.6767,291.14516688809
FOSZUM,FOSZUM_2,2,OC(=O)CC(=C)C(=O)[O-],1,3,-1.2328000000000001,129.01933221991
FOSZUM,FOSZUM_3,3,COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,2,6,0.6767,291.14516688809
FOSZUM,FOSZUM_4,4,OC(=O)CC(=C)C(=O)[O-],1,3,-1.2328000000000001,129.01933221991
FOTDAV,FOTDAV_1,1,NC(=O)c1ccc(O)cc1,2,2,0.49110000000000004,137.047678464
FOTDAV,FOTDAV_2,2,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
FOTDAV,FOTDAV_3,3,c1cnccn1,0,2,0.4765999999999999,80.037448128
FOTDID,FOTDID_1,1,NC(=O)c1ccc(O)cc1,2,2,0.49110000000000004,137.047678464
FOTDID,FOTDID_2,2,c1ccc2nc3ccccc3nc2c1,0,2,2.7830000000000013,180.068748256
FOTDID,FOTDID_3,3,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
FOTDID,FOTDID_4,4,O,0,0,-0.8247,18.010564684
FOTFOL,FOTFOL_1,1,O=N(=O)c1ccc(cc1)N(=O)=O,0,4,1.503,168.017106608
FOTFOL,FOTFOL_2,2,NC(=O)c1ccc(Br)cc1,1,1,1.548,198.963275912
FOTFOL,FOTFOL_3,3,OC(=O)CCC(O)=O,2,2,-0.06419999999999987,118.02660867200001
FOTMEH,FOTMEH_1,1,[Cl-],0,0,-2.996,34.96940125991
FOTMEH,FOTMEH_2,2,[Cl-],0,0,-2.996,34.96940125991
FOTMEH,FOTMEH_3,3,CC(C)[P+]1(C(C)C)P(P2c3ccc4CCc5ccc(c3c45)[P+]2(C(C)C)C(C)C)c2ccc3CCc4ccc1c2c34,0,0,9.796399999999998,600.2382507681799
FOTMEH,FOTMEH_4,4,Oc1ccccc1,1,1,1.3921999999999999,94.041864812
FOTMEH,FOTMEH_5,5,O,0,0,-0.8247,18.010564684
FOTMEH,FOTMEH_6,6,O,0,0,-0.8247,18.010564684
