identifier,smiles,HBD,HBA,logP,MW
OFOMUS,Cc1cc(C)c(C(O)=O)c(C)c1Cc1c(C)cc(C)c(C(O)=O)c1C,2,2,4.524320000000004,340.16745924799994
OFOWIP,O=S(=O)([O-])c1cccc(c1)P(c1ccccc1)c1ccccc1,0,3,2.3489000000000004,341.04067551791
OFOWIP01,O=S(=O)([O-])c1cccc(c1)P(c1ccccc1)c1ccccc1,0,3,2.3489000000000004,341.04067551791
OFOWOV,O=P(c1ccccc1)(c1ccccc1)c1ccccc1S(=O)(=O)[O-],0,4,2.2301,357.0355901379099
OFOWUB,O=S(=O)([O-])c1cccc(c1)P(c1cccc(c1)S(=O)(=O)[O-])c1cccc(c1)S(=O)(=O)[O-],0,9,0.15710000000000046,498.93975233372987
OFOXAI,O=P(c1cccc(c1)S(=O)(=O)[O-])(c1cccc(c1)S(=O)(=O)[O-])c1cccc(c1)S(=O)(=O)[O-],0,10,0.038300000000000445,514.9346669537299
OFOXEM,O=S(=O)([O-])c1cccc(c1)P(c1cccc(c1)S(=O)(=O)[O-])c1cccc(c1)S(=O)(=O)[O-],0,9,0.15710000000000046,498.93975233372987
OFOZOC,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,2,4,0.24210000000000054,320.1404961080901
OFOZUI,COc1c(N2CC[NH2+]C(C)C2)c(F)cc2C(=O)C(=CN(C3CC3)c12)C(O)=O,2,5,0.9542000000000004,376.16671085609
OFUHIG,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
OFUYIZ,Nc1ccc(C(O)=O)c(O)c1,3,3,0.6726000000000001,153.042593084
OGACOS,CCN1C=C(C(=O)[O-])C(=O)c2cc(F)c(cc12)N1CCNCC1,1,6,-0.06640000000000024,318.12594320391
OGACUY,CCN1C=C(C(=O)[O-])C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,1,5,-1.0925999999999974,319.133219656
OGADAF,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,2,4,0.24210000000000054,320.1404961080901
OGADEJ,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CC[NH2+]CC1,2,4,0.24210000000000054,320.1404961080901
OGAFIM,C(Cc1ccncc1)Cc1ccncc1,0,2,2.6519000000000013,198.115698448
OGAFOS,C(Cc1ccncc1)Cc1ccncc1,0,2,2.6519000000000013,198.115698448
OGAGAI,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
OGAGEM,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
OGAHAF,O=S1CCS(=O)CC1,0,2,-0.5025999999999999,151.996571496
OGAJAL,[NH3+]C(Cc1ccccc1)C(O)=O,2,1,-0.07580000000000059,166.08625504409
OGEGAJ,[NH3+]CCc1ccc(O)c(O)c1,3,2,-0.11780000000000018,154.08625504409
OGEREY,O=C1NC=[NH+]C2=NNC=C12,2,2,-0.9346999999999999,137.04578720009
OGERUO,COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)[O-],0,4,2.8867000000000003,490.67703055591005
OGEZIJ,C1CNCCN1,2,2,-0.8208,86.08439831999999
OGIXEJ,C[N+]1([O-])CCOCC1,0,2,-0.039000000000000146,117.078978592
OGIXIN,[O-][n+]1ccccc1,0,1,0.3200000000000002,95.03711378
OGIYIO,CC1=CNC(=O)NC1=O,2,2,-0.6283800000000002,126.042927432
OGIYOU,CC1=CNC(=O)NC1=O,2,2,-0.6283800000000002,126.042927432
OGIZEJ,OC1C(O)C2OC3OC(CSCCC(=O)[O-])C(OC4OC(CSCCC(=O)[O-])C(OC5OC(CSCCC(=O)[O-])C(OC6OC(CSCCC(=O)[O-])C(OC7OC(CSCCC(=O)[O-])C(OC8OC(CSCCC(=O)[O-])C(OC9OC(CSCCC(=O)[O-])C(OC1OC2CSCCC(=O)[O-])C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,16,56,-18.359199999999962,1992.3506617272776
OGOSUC,[NH3+]C(CCCN=C(N)N)C(=O)[O-],3,3,-3.599599999999998,174.111675688
OGOTAJ,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OGUSOA,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUSUG,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUTAN,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUTAN01,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUTIV,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUTOB,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OGUTUH,CC1=NNC(S1)=NS(=O)(=O)c1ccc(N)cc1,2,5,0.6514200000000001,270.02451756
OHAKIV,CC(O)(P(O)(=O)[O-])P(O)(=O)[O-],3,5,-2.2562,203.95997295182002
OHAKIV01,CC(O)(P(O)(=O)[O-])P(O)(=O)[O-],3,5,-2.2562,203.95997295182002
OHEPUP,COc1ccccc1N1CC[NH+](CC1)CC(O)COc1cccc2ccccc12,2,4,1.9932,393.21726920809
OHOGOH,CC1CCC(C(C)C)C(C1)NC(=O)NC12CCCC(CCC1)C12Oc2cc3c(cc2O1)c1cc2OC4(Oc2cc1c1cc2OC5(Oc2cc31)C1CCCC5(CCC1)NC(=O)NC1CC(C)CCC1C(C)C)C1CCCC4(CCC1)NC(=O)NC1CC(C)CCC1C(C)C,6,9,16.997099999999975,1272.8177790359998
OHOGUN,CC1CCC(C(C1)NC(=O)NC12CCCC(CCC1)C12Oc2cc3c(cc2O1)c1cc2OC4(Oc2cc1c1cc2OC5(Oc2cc31)C1CCCC5(CCC1)NC(=O)NC1CC(C)CCC1C(C)(C)C)C1CCCC4(CCC1)NC(=O)NC1CC(C)CCC1C(C)(C)C)C(C)(C)C,6,9,18.167399999999986,1314.8647292279998
OHOHAU,CC(NC(=O)NC12CCCC(CCC1)C12Oc2cc3c(cc2O1)c1cc2OC4(Oc2cc1c1cc2OC5(Oc2cc31)C1CCCC5(CCC1)NC(=O)NC(C)C(C)(C)C)C1CCCC4(CCC1)NC(=O)NC(C)C(C)(C)C)C(C)(C)C,6,9,13.918499999999977,1110.6769284599998
OHOPUY,O=N(=O)C1=N[N-]N=C1N=[N+]=[N-],0,5,0.2837999999999997,154.01189581991
OHULEM,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,3,5,-0.35129999999999945,296.964475416
OHULIQ,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,3,5,-0.35129999999999945,296.964475416
OHULIQ01,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,3,5,-0.35129999999999945,296.964475416
OHUQAN,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OHUQAN01,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OHUQAN02,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OHUQAN03,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OHUQOB,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OHURAO,CN1C(=O)N(C)C2=C([NH+]=CN2)C1=O,1,4,-1.6205999999999998,181.07200194809
OJALER,[NH3+]CCCCCC[NH3+],2,0,-0.9693999999999985,118.14590141617998
OJALOD,Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,1,1,6.103720000000005,348.208930136
OJINUU,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJINUU01,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIPEG,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIPIK,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIPIK01,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIPIK02,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIPIK03,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIQEH,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIQEH01,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIQOR,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIQUX,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIRAE,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIREI,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIRIM,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJIRIM01,OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,4,4,0.4794000000000001,254.00626715200002
OJONUZ,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJONUZ01,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJONUZ02,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJONUZ03,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOSUC,CN(C)C(N)=NC(N)=[NH2+],3,0,-3.0634999999999986,130.10872180408998
OJOSUC01,CN(C)C(N)=NC(N)=[NH2+],3,0,-3.0634999999999986,130.10872180408998
OJOSUC02,CN(C)C(=[NH2+])N=C(N)N,3,0,-3.0634999999999986,130.10872180408998
OJOSUC03,CN(C)C(=[NH2+])N=C(N)N,3,0,-3.0634999999999986,130.10872180408998
OJOYIY,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY01,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY02,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY03,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY04,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY05,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJOYIY06,O=C1CN(N=CC2=CC=C(O2)c2ccc(cc2)N(=O)=O)C(=O)N1,1,6,1.7404999999999997,314.06511942
OJUKAH,O=C([O-])c1c2ccccc2cc2ccccc12,0,2,2.3565000000000005,221.06080310791
OJUQAN,OC(=O)CCC1=NC(=C(O1)c1ccccc1)c1ccccc1,1,3,4.025800000000003,293.10519334
OJUQER,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,4,3,0.2798000000000001,240.15941998409
OJUQIV,O=C([O-])CCC1=NC(=C(O1)c1ccccc1)c1ccccc1,0,4,2.6911000000000014,292.09791688791
OJUQOB,OC(=O)CCC1=NC(=C(O1)c1ccccc1)c1ccccc1,1,3,4.025800000000003,293.10519334
OJUQUH,O=C([O-])CCC1=NC(=C(O1)c1ccccc1)c1ccccc1,0,4,2.6911000000000014,292.09791688791
OJURAO,OC(=O)CCC1=NC(=C(O1)c1ccccc1)c1ccccc1,1,3,4.025800000000003,293.10519334
OJUSOF,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUSUL,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUTAS,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUTEW,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUTIA,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUTOG,CC1(C)CCC(=C(C1)c1ccc(Cl)cc1)CN1CCN(CC1)c1ccc(C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c(c2)N(=O)=O)c(Oc2cnc3NC=Cc3c2)c1,3,11,8.659900000000007,867.3180956200001
OJUWOI,[NH3+]C1CC(OC(C)C1O)OC1CC(O)(Cc2c(O)c3C(=O)c4ccccc4C(=O)c3c(O)c12)C(C)=O,5,9,0.30350000000000144,498.1758578960899
OKAWEE,COc1ccc(cc1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)c1ccc(cc1)N1CCCCC1=O,1,6,2.699600000000001,459.19065428
OKEBAJ,O=N(=O)c1cc(c([O-])c(c1[O-])N(=O)=O)N(=O)=O,0,8,-0.44160000000000066,242.97746115182002
OKETII,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12,1,4,2.6512200000000004,266.116761068
OKEYIP,CCCC1=CC(=O)NC(=S)N1,2,2,1.38499,170.05138394
OKEYOV,CCCC1=CC(=O)NC(=S)N1,2,2,1.38499,170.05138394
OKEYUB,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,4,8,1.3127999999999997,302.006267152
OKEZAI,Oc1ccc(cc1)C1=C(O)C(=O)c2c(O)cc(O)cc2O1,4,6,2.2824,286.04773804
OKIPAZ,C[NH2+]C(C)Cc1ccccc1,1,0,0.8107999999999997,150.12772593209
OKIPED,C[NH2+]C(C)Cc1ccccc1,1,0,0.8107999999999997,150.12772593209
OKIQAA,COc1ccc2cc(ccc2c1)C(C)C(=O)[O-],0,3,1.7018,229.08701785591
OKIRAB,NC1CCCCC1N,2,2,0.21499999999999997,114.11569844799999
OKOROY,Cc1[nH+]c(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1,2,4,0.8955399999999997,279.09102314009004
OKURIY,O=CC=Cc1ccccc1,0,1,1.8987,132.057514876
OKUWAT,O=[As]([O-])([O-])c1ccccc1,0,3,-2.016399999999998,199.94656267982
OKUWEX,O=N(=O)c1cccc(c1)P(=O)([O-])[O-],0,5,-0.8662000000000003,200.98380601782
OKUWIB,O=N(=O)c1ccc(cc1)P(=O)([O-])[O-],0,5,-0.8662000000000003,200.98380601782
OLAQAT,CCCC[N+](CCCC)(CCCC)CCCC,0,0,5.003600000000005,242.28422657209
OLAWUT,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,4.652200000000001,337.97764508
OLECIT,Cc1[nH+]c(N)ccc1,1,1,0.39131999999999995,109.07602470808999
OLECIT01,Cc1[nH+]c(N)ccc1,1,1,0.39131999999999995,109.07602470808999
OLEDAM,OC(CC(=O)[O-])(CC(=O)[O-])C(=O)[O-],1,7,-5.252599999999999,189.00517323973003
OLEKOJ,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
OLEWIO,CCN(CC)P(=NP(NC(C)(C)C)(N=P(N(CC)CC)(N(CC)CC)N(CC)CC)=[N+]=P(N(CC)CC)(N(CC)CC)N(CC)CC)(N(CC)CC)N(CC)CC,1,0,11.302699999999993,886.7169631400899
OLIFIB,[NH3+]c1ccc([NH3+])cc1,2,0,-0.5666000000000002,110.08330116018
OLOFUQ,COc1ccc2cc3[n+](CCc4cc5OCOc5cc34)cc2c1OC,0,4,3.096300000000001,336.12303447608997
OLOMIN,COc1ccc2cccc(CC[NH+]=C(C)O)c2c1,2,1,1.4479,244.13320523609
OLUTEY,OC(=O)CCCCC1CCSS1,1,3,2.7851000000000017,206.043521688
OLUTIB,[NH2+]=C1NC(=O)N(C=C1F)C1CSC(CO)O1,3,5,-2.444299999999999,248.04996685209
OLUTOH,[NH2+]=C1NC(=O)N(C=C1F)C1CSC(CO)O1,3,5,-2.444299999999999,248.04996685209
OLUTUN,[NH2+]=C1NC(=O)N(C=C1F)C1CSC(CO)O1,3,5,-2.444299999999999,248.04996685209
OMABUC,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,2,7,-0.45500000000000024,247.0426904
OMACAJ,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1,2,7,-0.45500000000000024,247.0426904
OMACEN,CC(C)[NH2+]C(C)C,1,0,0.36659999999999965,102.12772593208999
OMACIS,C1[NH+]2CN3CN1CN(C2)C3,1,3,-2.436899999999997,141.11347283608998
OMAHAP,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
OMAJIX,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,4,3,0.2798000000000001,240.15941998409
OMAKAQ01,Clc1cc2NC(=O)Cc2cc1CC[NH+]1CCN(CC1)C1=NSc2ccccc12,2,4,2.3918999999999997,413.11973642409004
OMAKOE01,Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1,2,6,4.989100000000003,366.15929457600004
OMALIY,C1[N+]2=CN(C=C2)c2ccc(cc2)N2C=C[N+](=C2)Cc2ccc(C[N+]3=CN(C=C3)c3ccc(cc3)N3C=C[N+](=C3)Cc3ccc1cc3)cc2,0,4,4.506000000000003,628.3040988323601
OMANOJ,C1[NH+]2CN3CN1CN(C2)C3,1,3,-2.436899999999997,141.11347283608998
OMEJUN,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,7,3.405100000000002,393.16885621599994
OMEJUN01,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,7,3.405100000000002,393.16885621599994
OMEKAU,COCCOc1cc2[nH+]cnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,6,2.824200000000001,394.17613266808996
OMEKEY,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,7,3.405100000000002,393.16885621599994
OMEKIC,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,7,3.405100000000002,393.16885621599994
OMEKOI,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,1,7,3.405100000000002,393.16885621599994
OMIHIB,OC(=O)c1c(C(=O)[O-])c(C(=O)[O-])c(C(O)=O)c(C(=O)[O-])c1C(=O)[O-],2,10,-5.462999999999999,337.95681982363993
OMIMEG,COC1(NC(=O)CSCC#N)C2SCC(=C(N2C1=O)C(=O)[O-])CSC1=NN=NN1C,1,13,-2.063019999999997,470.0380531919101
OMIMIK,COC1(NC(=O)CSCC#N)C2SCC(=C(N2C1=O)C(O)=O)CSC1=NN=NN1C,2,12,-0.7283199999999992,471.04532964400005
OMIMUW,COC1(NC(=O)CSCC#N)C2SCC(=C(N2C1=O)C(=O)O[Na]1234[OH]CCO1CCO2CCO3CCO4CCO)CSC1=NN=NN1C,3,19,-2.1488199999999917,731.1689123159999
OMIPEJ,NNC(=O)c1ccncc1,2,3,-0.3149000000000006,137.058911844
OMIQIO,OC(=O)C=Cc1ccc(O)c(O)c1,3,3,1.1956,180.042258736
OMISIM,CC(=O)Nc1ccc(O)cc1,2,2,1.3505999999999998,151.063328528
OMISIM01,CC(=O)Nc1ccc(O)cc1,2,2,1.3505999999999998,151.063328528
OMISIM02,CC(=O)Nc1ccc(O)cc1,2,2,1.3505999999999998,151.063328528
OMIVUB,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB01,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB02,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB03,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB04,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB05,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB06,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB07,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB08,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMIVUB09,CCC(N1CCCC1=O)C(N)=O,1,2,-0.12729999999999986,170.105527688
OMOLEL,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,2,4,1.6838000000000002,248.061948624
OMUREV,O=C(Nc1ccccc1NC(=O)C1=Cc2ccccc2N1)Nc1ccccc1NC(=O)C1=Cc2ccccc2N1,6,3,6.797800000000003,528.1909886280001
OMUXUQ,OC(=O)c1cc(ccc1O)S(=O)(=O)[O-],2,5,-0.005499999999999949,216.98123245991002
OMUZEE,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
OMUZII,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
OMUZOO,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
ONABAJ,Nc1cc[nH+]cc1,1,1,0.08289999999999981,95.06037464408999
ONANIC01,OC1(CCOCC1)C[NH+]1CCC(CC1)COC1=NOc2cccc(OC3CCOC3)c12,2,7,1.2107000000000008,433.23331319608997
ONIKAA,O=N(=O)[N-]CC[N-]N(=O)=O,0,4,0.11719999999999997,148.02435176782
ONODAY,CC(C)C(C(N)=O)c1ccccc1,1,1,1.9115,177.1153641
ONODAY01,CC(C)C(C(N)=O)c1ccccc1,1,1,1.9115,177.1153641
ONODAY02,CC(C)C(C(N)=O)c1ccccc1,1,1,1.9115,177.1153641
OPEFUL,[NH3+]C(C(C)C)C(O)=O,2,1,-0.6625000000000001,118.08625504409
OPEFUL01,[NH3+]C(C(C)C)C(O)=O,2,1,-0.6625000000000001,118.08625504409
OPOFUW,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,2,2,4.364100000000001,295.01668395200005
OPOGAD,OC(=O)c1cc(ccc1O)c1ccc(F)cc1F,2,2,3.0356000000000005,250.044150556
OPOQAN,COc1ccc2CC3[NH+](C)CCC45C(Oc1c24)C(O)C=CC35,2,3,0.08400000000000057,300.15941998409
OPOTUK,Nc1nc(N)nc(N)n1,3,6,-1.3818000000000001,126.06539419199999
OPOVAS,Nc1nc(N)nc(N)n1,3,6,-1.3818000000000001,126.06539419199999
OPUHAL,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(O)c(C)c(C)c2O1,1,2,8.840260000000002,430.3810808399999
OPUKIV,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUKOB,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUKUH,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUKUH01,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPULES,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPULES01,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPULOC,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPULUI,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUMAP,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUMAP01,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUMIX,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUMOD,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUMUJ,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNAQ,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU01,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU02,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU03,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU04,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNEU05,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNIY,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUNOE,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUPIA,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUPOG,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUPUM,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
OPUVIF,[NH3+]C1CCCC1,1,0,0.17089999999999939,86.09642580408999
OPUVUR,[NH3+]C1CCCCCC1,1,0,0.9510999999999992,114.12772593208999
OPUWAY,[NH3+]C1CCCCCCC1,1,0,1.341199999999999,128.14337599609
OPUWEC,[NH3+]C1CCCCCCCCCCC1,1,0,2.9016,184.20597625208998
OQEFOH,CC1=NOC(=C1C)NS(=O)(=O)c1ccc(N)cc1,2,5,1.67444,267.067762276
