identifier,smiles,HBD,HBA,logP,MW
FUWZUW,CC(C)N1N=CC=C1c1ncccc1COc1cccc(O)c1C=O,1,6,3.6231000000000027,337.14264146799997
FUXBAF,CC(C)N1N=CC=C1c1ncccc1COc1cccc(O)c1C=O,1,6,3.6231000000000027,337.14264146799997
FUXBEJ,CC(C)N1N=CC=C1c1ncccc1COc1cccc(O)c1C=O,1,6,3.6231000000000027,337.14264146799997
FUXBIN,CC(C)N1N=CC=C1c1ncccc1COc1cccc(O)c1C=O,1,6,3.6231000000000027,337.14264146799997
FUXTAX,[NH3+]CC[NH2+]CC[NH2+]CC[NH3+],4,0,-5.403,150.18225238435997
FUXTEB,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,1,4,2.3473999999999995,434.17541881600005
FUXYEC,CC12CCC(CC1)C(C)(C)O2,0,1,2.7441000000000013,154.135765196
FUYCOS,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],0,2,1.7384999999999997,205.12340336391
FUYCOS01,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],0,2,1.7384999999999997,205.12340336391
FUYCOS02,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],0,2,1.7384999999999997,205.12340336391
FUYCOS03,CC(C)Cc1ccc(cc1)C(C)C(=O)[O-],0,2,1.7384999999999997,205.12340336391
FUYJOZ,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,5,7,-1.4291000000000003,272.08960285200004
GABFOE,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,13,17,-8.424200000000015,585.2857364359998
GABZUF,N(c1cccc(Nc2ccccn2)c1)c1ccccn1,2,4,3.9638000000000018,262.121846448
GACFUM,[OH2][Sr]1234567OC(=O)CN81CCN2(CCN3(CCN4(CC8)CC(=O)[O-]5)CC(=O)O6)CC(=O)[O-]7,0,12,-6.4827,506.07668767181985
GACGAT,O=C1O[Sr]234567OC(=O)CN82CCCN3(CCN4(CCCN5(CC8)CC(=O)[O-]6)C1)CC(=O)[O-]7,0,12,-4.877799999999995,516.09742311582
GACZEQ,CN1CC2CONC2(C1=O)c1ccccc1,1,3,0.5048999999999992,218.105527688
GADBEV,[NH3+]C(CCSC)C(=O)[O-],1,3,-1.9000999999999986,149.051049592
GADOXP10,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GADQEL,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCNCC1,2,5,1.2683000000000002,319.13321965600005
GADWEO,Nc1[nH+]cnc2NC=[NH+]c12,2,2,-1.2267000000000006,137.06904806417998
GADWEO01,Nc1[nH+]cnc2NC=[NH+]c12,2,2,-1.2267000000000006,137.06904806417998
GADXUH,[NH3+]C(CO)(CO)CO,4,3,-3.0559999999999996,122.08116966409
GADYUI,[NH3+]C(CO)(CO)CO,4,3,-3.0559999999999996,122.08116966409
GAFFAV,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GAFFAV01,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GAFTUE,CN1C(=O)N(C)C2=C(NC=N2)C1=O,1,5,-1.0397000000000005,180.064725496
GAGKIL,[NH3+]C(C)(P(O)(=O)[O-])P(O)(=O)[O-],3,4,-3.0065999999999997,203.98323381591004
GAGKOR,[NH3+]C(C)(P(O)(=O)[O-])P(O)(=O)[O-],3,4,-3.0065999999999997,203.98323381591004
GAGNEJ,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
GAHCAW,OC(=O)c1nc(C(=O)[O-])c(nc1C(=O)[O-])C(O)=O,2,8,-3.4000000000000004,253.98221218382002
GAHHOM,NC1=NC(=O)N(C=C1)C1CCC(CO)O1,2,6,-0.5046000000000008,211.095691276
GAHHOM01,NC1=NC(=O)N(C=C1)C1CCC(CO)O1,2,6,-0.5046000000000008,211.095691276
GAHHUT,Oc1cccc2ccc[nH+]c12,1,1,1.3594999999999997,146.06004029609
GAHHUT02,Oc1cccc2ccc[nH+]c12,1,1,1.3594999999999997,146.06004029609
GAHJOO,OCC[NH+](CCO)CCO,4,3,-3.1517999999999975,150.11246979209
GAHZOI,OC(=O)c1ccccc1O,2,2,1.0903999999999998,138.031694052
GAJKAG,COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O,0,6,3.368500000000002,414.1613283119999
GAJKEK,COc1ccc(cc1)C1Sc2ccccc2N(CC[NH+](C)C)C(=O)C1OC(C)=O,1,5,1.9513999999999991,415.16860476408993
GAJKIO,COc1ccc(cc1)C1Sc2ccccc2N(CC[NH+](C)C)C(=O)C1OC(C)=O,1,5,1.9513999999999991,415.16860476408993
GAJKOU,COc1ccc(cc1)C1Sc2ccccc2N(CC[NH+](C)C)C(=O)C1OC(C)=O,1,5,1.9513999999999991,415.16860476408993
GAJLUY,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,2,6,3.5447000000000024,458.26683893599994
GAJMAF,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,2,6,3.5447000000000024,458.26683893599994
GAJMEJ,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,2,6,3.5447000000000024,458.26683893599994
GAJMIN,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,2,6,3.5447000000000024,458.26683893599994
GAJMOT,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C,2,6,3.5447000000000024,458.26683893599994
GAJQOA,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
GAJROB,Oc1cccc(O)c1,2,2,1.0977999999999999,110.036779432
GALBIF,c1cc(ccn1)N=Nc1ccncc1,0,4,2.8920000000000012,184.074896256
GALDEC,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC01,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC02,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC14,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC15,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC16,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC17,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALDEC18,CN1C=CC(=O)C(=C1C)O,1,3,0.39931999999999995,139.063328528
GALFAD,C[NH+]1CCN(CC1)c1c(F)cc2c(O)c(c[n+]3C(C)COc1c23)C(O)=O,3,4,-0.04169999999999924,363.1583372441799
GALFEH,CC1[NH2+]C(C)CN(C1)c1c(F)c(N)c2C(=O)C(=CN(C3CC3)c2c1F)C(O)=O,3,5,1.0553999999999997,393.17327345608993
GALJEM,CC(C1=NC(=CS1)c1ccc(cc1)C#N)C(O)(CN1C=[NH+]C=N1)c1cc(F)ccc1F,1,6,3.662080000000003,438.11946405609007
GALJIQ,CC(C1=NC(=CS1)c1ccc(cc1)C#N)C(O)(CN1C=NC=N1)c1cc(F)ccc1F,1,7,4.242980000000003,437.1121876040001
GALJOW,CC(C1=NC(=CS1)c1ccc(cc1)C#N)C(O)(CN1C=[NH+]C=N1)c1cc(F)ccc1F,1,6,3.662080000000003,438.11946405609007
GALJUC,CC(C1=NC(=CS1)c1ccc(cc1)C#N)C(O)(CN1C=NC=N1)c1cc(F)ccc1F,1,7,4.242980000000003,437.1121876040001
GALPIT,CC(Oc1ccccc1)C(O)=O,1,2,1.5385,166.06299418
GAMBAC01,[NH3+]CCCC(O)=O,2,1,-0.9069000000000003,104.07060498009
GAMBAC10,[NH3+]CCCC(O)=O,2,1,-0.9069000000000003,104.07060498009
GAMBAC11,[NH3+]CCCC(O)=O,2,1,-0.9069000000000003,104.07060498009
GAMBIF,O=C([O-])c1c2COCCOCCOCc3cc(cc(COCCOCCOCc1ccc2)c3[O-])N=Nc1ccc(cc1N(=O)=O)N(=O)=O,0,15,3.1689000000000016,668.19768424382
GAMBUT01,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT02,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT04,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT10,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT11,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT12,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMBUT13,[NH3+]CCCC(=O)[O-],1,2,-2.241599999999999,103.063328528
GAMFAC,CCc1[nH+]c(N)nc(N)c1c1ccc(Cl)cc1,2,3,1.9429,249.09015054808998
GAMJUZ,OC(=O)C[NH+](CC[NH+](CC(O)=O)CC(O)=O)CC(O)=O,6,4,-4.905399999999995,294.10521837617995
GAMJUZ01,OC(=O)C[NH+](CC[NH+](CC(O)=O)CC(O)=O)CC(O)=O,6,4,-4.905399999999995,294.10521837617995
GAMJUZ02,OC(=O)C[NH+](CC[NH+](CC(O)=O)CC(O)=O)CC(O)=O,6,4,-4.905399999999995,294.10521837617995
GANBEC,O=C(N(C1CCCCC1)C1CCCCC1)c1ccccc1c1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1,0,2,9.5688,568.402878904
GANIDC,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GANIDC01,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GANIDC02,NC(N)=[NH2+],3,0,-2.9811000000000005,60.05562361208999
GANXUP,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANXUP01,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANXUP02,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANYAW,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANYEA,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANYEA01,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANYIE01,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0,6,-1.0293,194.08037556
GANZOK,O(c1ccccc1)[Na]12345O6CCO1C1CCCCC1O2CCO3CCO4C1CCCCC1O5CC6,0,7,3.8709000000000033,488.27499793199996
GAPCUZ,CC1[NH2+]C(C)CN(C1)c1c(F)c(N)c2C(=O)C(=CN(C3CC3)c2c1F)C(O)=O,3,5,1.0553999999999997,393.17327345608993
GAPDAG,CC1[NH2+]C(C)CN(C1)c1c(F)c(N)c2C(=O)C(=CN(C3CC3)c2c1F)C(O)=O,3,5,1.0553999999999997,393.17327345608993
GAPTOG,CC(C)c1cccc(C(C)C)c1O,1,1,3.6390000000000025,178.135765196
GAPTOG01,CC(C)c1cccc(C(C)C)c1O,1,1,3.6390000000000025,178.135765196
GAPZAC,Cc1ccc(cc1)N1C(=CC2=C1C=C(N2c1ccc(C)cc1)c1c[nH+]ccc1)c1c[nH+]ccc1,0,2,6.000240000000007,442.21464967218003
GAQFAH,O=C1C(=O)C(=C1NCc1cccnc1)NCc1cccnc1,2,6,1.2967999999999997,294.111675688
GAQJIT,C[N+]1(CCC23C4Oc5c(O)ccc(CC1C2(O)CCC4=O)c35)CC1CC1,2,4,1.67,356.18563473208997
GAQKOA,CN(CC(O)=O)C(N)=[NH2+],3,1,-2.923399999999999,132.07675298009
GAQTAU,CC(C)CN1C=Nc2c(N)nc3ccccc3c12,1,4,2.8227,240.13749651199998
GAQTAU01,CC(C)CN1C=Nc2c(N)nc3ccccc3c12,1,4,2.8227,240.13749651199998
GAQTAU02,CC(C)CN1C=Nc2c(N)nc3ccccc3c12,1,4,2.8227,240.13749651199998
GAQYEE,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,2,4,1.6838000000000002,248.061948624
GARYEH,CC(=O)Oc1ccccc1C(O)=O,1,3,1.3101,180.042258736
GATMUL,O=C1NC=C(C(=O)N1)N(=O)=O,2,4,-1.0286000000000002,157.012355576
GAVBAI,COC(=O)C=Cc1ccncc1,0,3,1.2677999999999998,163.063328528
GAVLEV,Nc1[nH+]nc(c(N)n1)c1cccc(Cl)c1Cl,2,4,1.4288999999999998,256.01512703609
GAWLOG,O1C(=NN=C1c1ccncc1)c1ccncc1,0,5,2.1936,224.069810876
GAXFOC,[NH2+]=C1NC(=O)N(C=C1)C1CSC(CO)O1,3,5,-2.583399999999999,230.05938866409
GAXFUI,[NH2+]=C1NC(=O)N(C=C1)C1CSC(CO)O1,3,5,-2.583399999999999,230.05938866409
GAXRUU,O=C1CC2(CCCCC2)CN1,1,1,1.4568,153.1153641
GAXSIJ,O=C1CC2(CCCCC2)CN1,1,1,1.4568,153.1153641
GAXSIJ01,O=C1CC2(CCCCC2)CN1,1,1,1.4568,153.1153641
GAZCES,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
GAZCES01,NC(=O)c1cccnc1,1,2,0.18050000000000016,122.048012812
GAZDOA,[NH3+]CC(=O)[O-],1,2,-3.0218,75.0320284
GAZFOF01,[O][Na]1([O])([O])([O])(O[Cl]2(=O[Na]O=2)=O1)([O-][Cl](=O)(=O)=O[Na])[O-][Cl](=O)(=O)=O[Na],0,12,-7.654400000000001,452.7853662398199
GAZRUY,[NH3+]c1ccc(cc1)C(=O)OCC,1,2,0.7366999999999997,166.08625504409
GAZWUB,Oc1cc2OC(=CC(=O)c2c(O)c1O)c1ccccc1,3,5,2.5768000000000013,270.05282342000004
GEBMEF,CC(=O)OCC[N+](C)(C)C,0,2,0.25570000000000004,146.11755517209
GECCUO,CC[NH+]1CCN(CC1)c1cc2N(C=C(C(O)=O)C(=O)c2cc1F)C1CC1,2,4,0.8985000000000003,360.17179623609
GEDCEB,Clc1ccc(OCC(=O)[O-])c(Cl)c1,0,3,1.1220999999999999,218.96212295991
GEDCEB01,Clc1ccc(OCC(=O)[O-])c(Cl)c1,0,3,1.1220999999999999,218.96212295991
GEDCOL,Clc1ccc(OCC(=O)[O-])c(Cl)c1,0,3,1.1220999999999999,218.96212295991
GEDDUS,Oc1ccc2Oc3ccc(O)cc3C(c3ccc(F)cc3)(c2c1)C(F)(F)F,2,3,5.2393000000000045,376.072257124
GEFFIK,OC(=O)CCCCCCCC(=O)[O-],1,3,0.5516000000000001,187.09758253991
GEFSAL,Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1,2,2,4.348000000000003,268.14632988
GEFWUN,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,3,5,2.113999999999999,407.28029792791
GEFXAU,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,3,5,2.113999999999999,407.28029792791
GEFXEY,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
GEFXIC,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,3,5,2.113999999999999,407.28029792791
GEFXOI,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
GEFXUO,CC(CCC(=O)[O-])C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2,4,3.143200000000001,391.28538330791
GEGFEH,CC(C)c1cccc(C(C)C)c1OP(=O)([O-])[O-],0,4,2.1408999999999994,256.08754281382
GEGJAD,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,5,14,1.9007000000000054,748.5085257439999
GEGJAD01,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,5,14,1.9007000000000054,748.5085257439999
GEGJAD02,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,5,14,1.9007000000000054,748.5085257439999
GEGTIZ,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEGTOF,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEGTUL,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEGVAT,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHFIM,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHFIM01,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHFOS,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHGAF,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHGIN,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHGOT,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C21CCC2)c1cnc(C#N)c(c1)C(F)(F)F,1,5,3.5315800000000026,477.0882586000001
GEHJIN,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHKAG,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHKEK,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHKIO,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHKUA,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHLAH,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHLEL,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHLOV,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEHRUH,Oc1cccc2ccc[nH+]c12,1,1,1.3594999999999997,146.06004029609
GEHRUH01,Oc1cccc2ccc[nH+]c12,1,1,1.3594999999999997,146.06004029609
GEHXEA,OC(=O)CCCCCCCC(O)=O,2,2,1.8863,188.104858992
GEHXEX,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,1,2,4.018900000000003,310.123676288
GEHXEX01,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,1,2,4.018900000000003,310.123676288
GEHXEX02,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,1,2,4.018900000000003,310.123676288
GEHXEX03,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,1,2,4.018900000000003,310.123676288
GEHXEX04,Clc1ccc2c(CCc3cccnc3C2=C2CCNCC2)c1,1,2,4.018900000000003,310.123676288
GEHZUP,Cc1[nH+]cc(C[N+]2=CSC(=C2C)CCO)c(N)n1,2,4,0.02684000000000014,266.11903503618
GEJDEG,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1,0,6,2.7220000000000004,372.25118887199994
GEJHOT,CCC(CO)NCCNC(CC)CO,4,4,-0.292599999999999,204.183778008
GEJHOT01,CCC(CO)NCCNC(CC)CO,4,4,-0.292599999999999,204.183778008
GEJMOY,C[NH2+]C(C)C(O)c1ccccc1,2,1,0.30170000000000013,166.12264055209
GEJQOF,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,2,6,2.858500000000001,447.15937298009
GEKKEP,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,4,3.4487000000000023,408.28757437999997
GEKKEQ,Nc1ccc(cc1)S(=O)(=O)N=C1SC=C[N-]1,1,4,0.5771000000000001,254.00634207591
GEKKIT,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,4,3.4487000000000023,408.28757437999997
GEKKIU,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,2,4,0.9479999999999997,255.013618528
GEKKOZ,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3,3,4.477900000000005,392.29265975999994
GEKLAM,CC(CCC(O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3,3,4.477900000000005,392.29265975999994
GEKLEQ,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,4,4,3.4487000000000023,408.28757437999997
GEKMUH,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3,5,3.641700000000002,493.14381967599996
GEKNAO,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3,5,3.641700000000002,493.14381967599996
GEKNES,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3,5,3.641700000000002,493.14381967599996
GEKNIW,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3,5,3.641700000000002,493.14381967599996
GEMJUG,[NH3+]CC[NH3+],2,0,-2.529799999999999,62.08330116018
GEPFIR,CN(C)c1cc[nH+]cc1,0,1,0.5667,123.09167477208999
GEPJIW,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC,0,6,2.8103000000000007,352.071365944
GEPQUP,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,6,0.07349999999999995,238.033819292
GEPREA,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,6,0.07349999999999995,238.033819292
GEPROK,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,6,0.07349999999999995,238.033819292
GEPRUQ,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,6,0.07349999999999995,238.033819292
GEPSAX,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1,1,6,0.07349999999999995,238.033819292
GEPSEB,C(Cc1ccncc1)c1ccncc1,0,2,2.2618,184.100048384
GEQRIF,OC(=O)c1ccc(O)cc1,2,2,1.0903999999999998,138.031694052
GEQROL,OC(=O)c1ccc(O)cc1O,3,3,0.7959999999999998,154.026608672
GEQRUR,[NH2+]1CCNCC1,2,1,-1.846999999999999,87.09167477208999
GEQSAY,[NH2+]1CC[NH2+]CC1,2,0,-2.873199999999998,88.09895122417998
GERCOZ,OC(=O)c1cccc(c1C(O)=O)N(=O)=O,2,4,0.9911999999999999,211.01168688
GERCOZ01,OC(=O)c1cccc(c1C(O)=O)N(=O)=O,2,4,0.9911999999999999,211.01168688
GERCUF,OC(=O)c1ccc(O)c(O)c1O,4,4,0.5015999999999996,170.021523292
GERDUC,O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1,0,12,-2.0600000000000005,315.8362162796399
GERWUX,[NH3+]CCCCC(NC(CCc1ccccc1)C(O)=O)C(=O)N1CCCC1C(=O)[O-],3,5,-0.8162999999999965,405.22637109199997
GERWUX01,[NH3+]CCCCC([NH2+]C(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],2,5,-3.177199999999994,405.22637109199997
GERWUX02,[NH3+]CCCCC([NH2+]C(CCc1ccccc1)C(=O)[O-])C(=O)N1CCCC1C(=O)[O-],2,5,-3.177199999999994,405.22637109199997
GERXAE,[NH3+]CCCCC(NC(CCc1ccccc1)C(O)=O)C(=O)N1CCCC1C(=O)[O-],3,5,-0.8162999999999965,405.22637109199997
GERXEI,[NH3+]CCCCC(NC(CCc1ccccc1)C(O)=O)C(=O)N1CCCC1C(=O)[O-],3,5,-0.8162999999999965,405.22637109199997
GESBAJ,NC(=O)c1ccc(O)cc1,2,2,0.49110000000000004,137.047678464
GESCIQ,Cc1ncc(C[N+]2=CSC(=C2C)CCO)c(N)n1,2,5,0.60774,265.11175858409
GESGIW,CC(C)[NH+]=C1C=C2N(c3ccc(Cl)cc3)c3ccccc3N=C2C=C1Nc1ccc(Cl)cc1,2,3,5.570400000000005,473.12942851609006
GESGUI,CC(C)[NH+]=C1C=C2N(c3ccc(Cl)cc3)c3ccccc3N=C2C=C1Nc1ccc(Cl)cc1,2,3,5.570400000000005,473.12942851609006
GESJIZ,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,0,4,3.5801200000000026,308.082874096
GESJOF,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,0,4,3.5801200000000026,308.082874096
GESJUL,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,0,4,3.5801200000000026,308.082874096
GESKAS,CC1=NN=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,0,4,3.5801200000000026,308.082874096
GESSEG,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
GETBOW,CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(=CC(C(=O)O3)C45O)C)O2)OC(C1C)C(C)=CC(C)C,2,9,5.7289000000000065,639.3771176559998
GETDOC,CCOCCN1C(=Nc2ccccc12)C1CC[NH+](CC1)CCc1ccc(cc1)C(C)(C)C(O)=O,2,4,3.440000000000002,464.2907684960899
GETYIO,Oc1ccc(O)cc1,2,2,1.0977999999999999,110.036779432
GEVDAN,OCc1ccc(Cl)cc1Cl,1,1,2.4857000000000005,175.979570172
GEVJUO,C[N+](C)=C(N)N=C(N)N,3,0,-2.1533999999999986,130.10872180408998
GEVYOY,Nc1nnc(c(N)n1)c1cccc(Cl)c1Cl,2,5,2.0097999999999994,255.00785058399998
GEWHID,CN1C=[NH+]C2=C1C(=O)N(C)C(=O)N2C,0,5,-1.610199999999999,195.08765201209
GEWLEB,N#Cc1cc(C#N)c(nc1C#N)C#N,0,5,0.5683199999999999,179.023195032
GEWZIV,CC1c2cc(C(C)c3cc(C(C)c4cc(C(C)c5cc1c(O)cc5O)c(O)cc4O)c(O)cc3O)c(O)cc2O,8,8,6.25200000000001,544.2097179839998
GEWZOB,CCCCC1c2cc(C(CCCC)c3cc(C(CCCC)c4cc(C(CCCC)c5cc1c(O)cc5O)c(O)cc4O)c(O)cc3O)c(O)cc2O,8,8,10.93319999999998,712.397518752
