identifier,logp_crippen,mol_weight,hb_donors,hb_acceptors,smiles
ABADOY,-1.0316999999999998,235.026291388,2,5,[NH3+]c1ccc(cc1)S(N)(=O)=O.O=N(=O)[O-]
ABAJAQ,-2.2251999999999965,374.060628296,2,6,O=S(=O)([O-])c1cccc2c1cccc2S(=O)(=O)[O-].[NH2+]1CC[NH2+]CC1
ABAQEB,-0.28979999999999806,266.126657056,2,4,OC(=O)C1CCCCC1C(=O)[O-].Nc1cc[nH+]cc1
ABEHOF,-0.1777000000000007,346.0760780279999,2,8,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O.[NH3+]C(C(C)C)C(O)=O
ABEKUN,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN01,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN02,3.7448000000000015,292.121177752,2,4,c1cc(ccn1)C=Cc1ccncc1.Oc1cccc(O)c1
ABEKUN03,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN04,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN05,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN06,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN07,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABEKUN08,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1cc(ccn1)C=Cc1ccncc1
ABELIC,3.7448000000000023,292.121177752,2,4,Oc1cccc(O)c1.c1ccc(C=Cc2ccccn2)nc1
ABIREM,3.1390400000000005,437.163393976,2,8,CN1N=C2C=C(C=CC2=C1C)N(C)c1ccnc(Nc2ccc(C)c(c2)S(N)(=O)=O)n1
ABOQUF,4.485000000000002,346.131742436,3,3,Oc1ccc(O)cc1.NC(=O)N1c2ccccc2C=Cc2ccccc12
ABORAM,0.19189999999999918,252.111006992,3,4,NC(=O)CN1CCCC1=O.Oc1ccc(O)cc1
ABULEQ,2.4241000000000015,310.095356928,3,4,NC(=O)c1cccnc1.OC(=O)c1cc2ccccc2cc1O
ABULEQ02,2.4241000000000015,310.095356928,3,4,NC(=O)c1cccnc1.OC(=O)c1cc2ccccc2cc1O
ABULIU,0.3227999999999998,277.10625596,3,4,Nc1ccc(cc1)C(O)=O.NC(=O)c1cccnc1.O
ACABUD,-0.022300000000000375,250.075370432,2,4,Oc1ccc(F)cc1C(=O)[O-].Nc1cc[nH+]cc1
ACACAK,0.4432,357.98144021200005,2,4,Oc1ccc(I)cc1C(=O)[O-].Nc1cc[nH+]cc1
ACACEO,1.5248000000000002,437.02363937200005,2,5,Oc1ccc(I)cc1C(=O)[O-].Nc1cc[nH+]cc1.c1ccncc1
ACACIS,-0.9775000000000005,280.105921612,2,5,COc1ccc(O)c(c1)C(=O)[O-].Nc1cc[nH+]cc1.O
ACACOY,0.29404000000000086,492.200884616,4,8,Cc1ccc(O)c(c1)C(=O)[O-].Nc1cc[nH+]cc1.Cc1ccc(O)c(c1)C(=O)[O-].Nc1cc[nH+]cc1
ACACUE,-0.25320000000000026,277.06987045200003,2,6,Oc1ccc(cc1C(=O)[O-])N(=O)=O.Nc1cc[nH+]cc1
ACCHOB11,-2.740299999999997,225.036440852,0,2,[Br-].CC(=O)OCC[N+](C)(C)C
ACEQOQ,-2.8118999999999987,272.08691748399997,2,8,CN1N=NC2=C(N=CN2C1=O)C(N)=O.O.CC(O)=O
ACEQUW,-1.9871999999999987,254.0763528,2,8,CN1N=NC2=C(N=CN2C1=O)C(N)=O.CC(O)=O
ACERUX,-3.190999999999997,328.0767467239999,3,9,O.CN1N=NC2=C(N=CN2C1=O)C(N)=O.OC(=O)C=CC(O)=O
ACESEI,-2.9224999999999994,284.050531976,3,9,OC(=O)C(O)=O.CN1N=NC2=C(N=CN2C1=O)C(N)=O
ACESIL,3.2772000000000014,299.11575802400006,4,5,Oc1ccc(O)cc1.Oc1ccc(O)cc1.c1ccncc1
ACESOS,-1.812399999999999,350.09748216799994,3,9,CN1N=NC2=C(N=CN2C1=O)C(N)=O.OC(=O)c1ccc(O)cc1.O
ACESUY,-2.142299999999998,312.08183210399994,3,9,CN1N=NC2=C(N=CN2C1=O)C(N)=O.OC(=O)CCC(O)=O
ACETAF,-0.9876999999999996,332.08691748399997,3,9,OC(=O)c1ccccc1O.CN1N=NC2=C(N=CN2C1=O)C(N)=O
ACETAF01,-0.9876999999999996,332.08691748399997,3,9,OC(=O)c1ccccc1O.CN1N=NC2=C(N=CN2C1=O)C(N)=O
ACHOLC,-2.740299999999997,181.086956432,0,2,[Cl-].CC(=O)OCC[N+](C)(C)C
ACHOLC01,-2.740299999999996,181.086956432,0,2,CC(=O)OCC[N+](C)(C)C.[Cl-]
ACHOLP,0.25570000000000004,146.11755517209,0,2,CC(=O)OCC[N+](C)(C)C
ACHTAR10,-3.201599999999995,295.126716632,3,7,CC(=O)OCC[N+](C)(C)C.OC(C(O)C(=O)[O-])C(O)=O
ACHTPB,3.319700000000001,465.283909792,0,2,CC(=O)OCC[N+](C)(C)C.c1ccc(cc1)[B-](c1ccccc1)(c1ccccc1)c1ccccc1
ACIFAT,-0.5177999999999994,400.03249896399996,3,8,[NH3+]c1ccc(cc1)S(N)(=O)=O.OC(=O)c1cc(cc(c1[O-])N(=O)=O)N(=O)=O
ACOPOA,0.3714999999999998,277.06987045200003,4,6,NC(=O)c1cnccn1.OC(=O)c1cc(O)cc(O)c1
ACOPUG,1.0740999999999996,317.10117058000003,3,6,NC(=O)c1cnccn1.COc1cc(C=CC(O)=O)ccc1O
ACOYOG,3.3596000000000013,294.136827816,2,4,Oc1cccc(O)c1.C(Cc1ccncc1)c1ccncc1
ACOYOG01,3.359600000000002,294.136827816,2,4,C(Cc1ccncc1)c1ccncc1.Oc1cccc(O)c1
ACPRET,2.560600000000001,402.20423868,1,6,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C
ACPRET03,2.560600000000001,402.20423868,1,6,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC12C
ACRMSA,0.5433000000000003,461.117604928,3,5,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2[nH+]c2ccccc12.[Cl-].CO
ACSALA,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA01,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA02,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA03,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA04,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA05,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA06,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA07,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA08,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA09,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA10,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA11,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA12,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA13,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA14,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA15,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA17,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA19,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA20,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA21,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA23,2.6202000000000005,360.08451747199996,2,6,CC(=O)Oc1ccccc1C(O)=O.CC(=O)Oc1ccccc1C(O)=O
ACSALA24,2.6202000000000005,360.08451747199996,2,6,CC(=O)Oc1ccccc1C(O)=O.CC(=O)Oc1ccccc1C(O)=O
ACSALA25,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA26,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA27,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA28,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA29,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA31,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA32,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA33,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA34,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA35,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA38,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA39,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA40,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA41,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA42,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA43,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACSALA44,1.3101,180.042258736,1,3,CC(=O)Oc1ccccc1C(O)=O
ACTART11,-3.201599999999995,295.126716632,3,7,CC(=O)OCC[N+](C)(C)C.OC(C(O)C(=O)[O-])C(O)=O
ACTYSN,0.5239999999999998,223.084457896,3,3,CC(=O)NC(Cc1ccc(O)cc1)C(O)=O
ACUDAG,0.9415799999999996,284.090940244,3,5,NNC(=O)c1ccncc1.OC(=O)c1ccc(cc1)C#N
ACUDIO,0.9781,304.08076948400003,3,6,OC(=O)c1ccc(cc1)N(=O)=O.NNC(=O)c1ccncc1
ACXMAC,-1.313,93.042593084,2,2,CC(=O)NO.O
ADAJAT,-0.5088000000000001,129.033839968,2,3,NC1=NC(=O)NC=C1F
ADAJAT01,-0.5088000000000001,129.033839968,2,3,NC1=NC(=O)NC=C1F
ADEDIX,2.0295999999999994,334.05581768800005,2,5,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1.c1ccncc1
ADEDIX01,2.0295999999999994,334.05581768800005,2,5,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1.c1ccncc1
ADEDIX02,2.0295999999999994,334.05581768800005,2,5,Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1.c1ccncc1
ADEFOF,-0.162299999999999,471.101303232,3,7,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl.CN(C)C(C)=O.CN(C)C(C)=O
ADENBH,-4.466499999999999,232.991221976,2,3,[Br-].O.Nc1[nH+]cnc2NC=Nc12
ADENCH,-4.466499999999999,189.041737556,2,3,O.[Cl-].Nc1[nH+]cnc2NC=Nc12
ADENCH01,-4.466499999999999,189.041737556,2,3,[Cl-].O.Nc1[nH+]cnc2NC=Nc12
ADENCH02,-4.466499999999999,189.041737556,2,3,[Cl-].Nc1[nH+]cnc2NC=Nc12.O
ADENCH03,-4.466499999999999,189.041737556,2,3,Nc1[nH+]cnc2NC=Nc12.[Cl-].O
ADENCH04,-4.466499999999999,189.041737556,2,3,[Cl-].O.Nc1[nH+]cnc2NC=Nc12
ADENDH,-7.2187,207.00785058399998,2,2,[Cl-].[Cl-].Nc1[nH+]cnc2NC=[NH+]c12
ADENDH02,-7.2187,207.00785058399998,2,2,[Cl-].[Cl-].Nc1[nH+]cnc2NC=[NH+]c12
ADENDH03,-7.2187,207.00785058399998,2,2,[Cl-].[Cl-].Nc1[nH+]cnc2NC=[NH+]c12
ADENDH04,-7.2187,207.00785058399998,2,2,[Cl-].[Cl-].NC1=C2[NH+]=CNC2=NC=[NH+]1
ADENIJ,2.0026,418.15624293199994,1,5,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.CC1=CC(=O)[N-]S(=O)(=O)O1
ADENOH10,-2.3553999999999986,352.1224743480899,4,9,Nc1[nH+]cnc2NC=Nc12.Nc1[nH+]cnc2NC=Nc12.O=N(=O)[O-].O
ADENOP,-2.9979999999999976,292.095373992,3,4,CC1=CC(=O)[N-]S(=O)(=O)O1.CN(C)C(=[NH2+])N=C(N)N
ADENOS01,-1.9800000000000006,267.096753896,4,9,NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O
ADENOS10,-1.9799999999999998,267.096753896,4,9,Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O
ADENOS11,-1.9800000000000006,267.096753896,4,9,NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O
ADENOS12,-1.9800000000000006,267.096753896,4,9,NC1=NC=NC2=C1N=CN2C1OC(CO)C(O)C1O
ADENOS13,-1.9799999999999998,267.096753896,4,9,Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O
ADENOS14,-1.9799999999999998,267.096753896,4,9,Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O
ADENPH,-2.2063999999999995,233.031390366,4,5,OP(O)(=O)[O-].Nc1[nH+]cnc2NC=Nc12
ADENSL,-2.5646999999999993,233.021874704,2,6,O=S(=O)([O-])[O-].Nc1[nH+]cnc2NC=[NH+]c12
ADEQUW,-4.392199999999995,313.14258004409004,2,2,[Cl-].O.O.c1cnc2c(c1)ccc1cccnc21.[NH3+]CC[NH3+]
ADEQUW01,-4.392199999999997,313.1425800440899,2,2,c1cnc2c(c1)ccc1cccnc21.[NH3+]CC[NH3+].[Cl-].O.O
ADERUX,-5.545899999999997,245.10117058,2,5,[NH3+]CC[NH3+].O.O=C([O-])c1ccc(nc1)C(=O)[O-]
ADOSHC,-5.556899999999996,303.07343160799996,4,8,[Cl-].Nc1[nH+]cnc2N(C=Nc12)C1OC(CO)C(O)C1O
ADRENL,-1.3075999999999997,183.089543276,3,3,C[NH2+]CC(O)c1ccc(O)c([O-])c1
AEDTAH,-7.574800000000003,292.09066547199996,4,6,OC(=O)C[NH+](CC[NH+](CC(O)=O)CC(=O)[O-])CC(=O)[O-]
AETHRE,-3.272399999999999,119.058243148,2,3,[NH3+]C(C(C)O)C(=O)[O-]
AFEDIY,0.6946000000000001,295.03598348,1,5,Clc1cc(ccc1C(=O)[O-])N(=O)=O.Nc1cc[nH+]cc1
AFEDOE,0.6946000000000001,295.03598348,1,5,Clc1ccc(cc1C(=O)[O-])N(=O)=O.Nc1cc[nH+]cc1
AFEDUK,0.6946000000000001,295.03598348,1,5,Clc1ccc(c(c1)C(=O)[O-])N(=O)=O.Nc1cc[nH+]cc1
AFEFAS,0.6945999999999999,295.03598348,1,5,Clc1ccc(C(=O)[O-])c(c1)N(=O)=O.Nc1cc[nH+]cc1
AFEMIJ,0.9118999999999995,388.079467744,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1cc(F)c(F)c(F)c1F
AFEQEJ,0.6336999999999995,352.098311368,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1c(F)cccc1F
AFEQIN,0.6336999999999995,352.098311368,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1cc(F)ccc1F
AFEQOT,0.6336999999999999,352.098311368,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1cccc(F)c1F
AFEQUZ,0.4945999999999999,334.10773318,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1cccc(F)c1
AFERAG,0.4946000000000001,334.10773318,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1ccccc1F
AFEREK,0.35549999999999987,316.117154992,1,7,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)c1ccccc1
AFESOU,1.8094000000000001,460.08980994399997,2,9,CCc1[nH+]c(N)nc(N)c1c1ccc(Cl)cc1.O=C([O-])c1cc(cc(c1)N(=O)=O)N(=O)=O
AFIGED,0.4795999999999997,225.11134134,3,5,Oc1ccc(cc1)N(=O)=O.C1CNCCN1
AFIRIU,4.730400000000003,415.15320615200005,3,3,CC(=O)Nc1ccc(cc1)C(O)=O.NC(=O)N1c2ccccc2C=Cc2ccccc12
AFIROA,4.730400000000003,415.153206152,3,3,NC(=O)N1c2ccccc2C=Cc2ccccc12.CC(=O)Nc1cccc(c1)C(O)=O
AFIXUM,0.6353999999999997,385.07438445199995,4,9,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1.OC(=O)c1cccc(O)c1
AFIYEX,0.4135199999999997,401.10568457999995,3,8,NC1=NC(=O)N(C=C1F)C1CSC(CO)O1.Cc1ccc(cc1)C(O)=O.O
AFIYIB,0.7584999999999997,421.0510621639999,3,8,OC(=O)c1ccc(Cl)cc1.NC1=NC(=O)N(C=C1F)C1CSC(CO)O1.O
AFUNUM,-5.5485999999999995,271.986984688,2,6,[NH3+]c1ccc(cc1)S(N)(=O)=O.O=[Cl](=O)(=O)[O-]
AFUPAT,-5.0308399999999995,240.11798948017997,4,4,[S-]C#N.[S-]C#N.[NH3+]CC[NH3+].[NH3+]CC[NH3+]
AGEJAA,-5.226499999999998,261.11934606409,4,4,OC(=O)C1=NNC(=C1)C(=O)[O-].[NH2+]1CC[NH2+]CC1.O
AGLYSL,-2.6488999999999994,190.02595704,3,5,[NH3+]CC(O)=O.[NH4+].O=S(=O)([O-])[O-]
AGLYSL01,-2.6488999999999994,190.02595704,3,5,[NH3+]CC(O)=O.[NH4+].O=S(=O)([O-])[O-]
AHASUX,1.6886,231.089543276,2,2,OC(=O)Cc1ccccc1.O=C1NC=CC=C1
AJEYAQ01,4.073100000000002,315.027390868,1,2,FC(F)(F)C1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1
AJEYAQ04,4.073100000000002,315.027390868,1,2,FC(F)(F)C1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1
AKAXES,-1.9990000000000006,190.056286052,3,3,O=C(N=[N+]=[N-])[N-]N(=O)=O.NC(N)=[NH2+]
AKEMAF,0.06819999999999982,316.047755104,1,7,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1.CS(C)=O
AKEMEJ,0.06819999999999982,316.047755104,1,7,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1.CS(C)=O
AKEMIN,0.1679999999999997,325.1022332,1,7,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1.CN(C)C(C)=O
AKEMIN01,0.1679999999999997,325.1022332,1,7,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1.CN(C)C(C)=O
AKEMUZ,0.2625000000000006,412.17064710799997,1,8,O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1.CN(C)C(C)=O.CN(C)C(C)=O
AKENEK,1.0718999999999992,431.11894588399997,3,9,CC(=O)Nc1cccc(NC(C)=O)n1.O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1
AKIZAV,-1.826299999999999,217.07383178809,2,2,Clc1ccc(cc1)C(=O)[O-].[NH3+]CC[NH3+]
AKOCIO,3.2018000000000013,266.105527688,2,3,Nc1ccc(cc1)C(O)=O.c1ccc2ncccc2c1
AKOFUD,0.08690000000000075,383.064333772,2,7,CCNC1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
ALIGUZ,1.2364999999999997,410.1489292959999,1,6,Fc1ccc(cc1)C1CC[NH2+]CC1COc1ccc2OCOc2c1.O=N(=O)[O-].O
ALISUN,2.460399999999999,452.18667046800005,2,4,Clc1ccc(cc1)C1CCC(CC1)C1=C([O-])C(=O)c2ccccc2C1=O.[NH2+]1CCNCC1
ALIWID,-3.8347999999999995,145.085126592,3,2,O=C([O-])C1CC1.NC(N)=[NH2+]
ALOPUR,-0.35380000000000006,136.038510748,2,3,O=C1NC=NC2=C1C=NN2
ALOPUR01,-0.35380000000000006,136.038510748,2,3,O=C1NC=NC2=C1C=NN2
ALOQIC,-2.169699999999998,243.08948185209,2,2,Clc1ccccc1C(=O)[O-].[NH2+]1CC[NH2+]CC1
ALOQOI,-2.169699999999997,243.08948185209,2,2,[NH2+]1CC[NH2+]CC1.Clc1cccc(c1)C(=O)[O-]
ALOQUO,-2.169699999999997,243.08948185209,2,2,[NH2+]1CC[NH2+]CC1.Clc1ccc(cc1)C(=O)[O-]
AMAKUV,-1.3985999999999954,425.1620565839999,3,5,C[NH+](C)CCC1=CNc2ccc(CS(=O)(=O)N3CCCC3)cc12.OC(=O)C(=O)[O-]
AMATIT,-6.584099999999993,323.06053392809,1,5,[OH2][Mg+2]([OH2])([OH2])([OH2])([OH2])[OH2].O=S(=O)([O-])[O-].Nc1cc[nH+]cc1
AMAVIT,0.2882000000000006,303.91460403199994,2,4,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(N)(=O)=O
AMAVOZ,4.103100000000004,466.1922300239999,1,5,CCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CCl
AMBNAC,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC01,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC04,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC06,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC07,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC08,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC09,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC12,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC13,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC14,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC15,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC16,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC17,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC18,0.9670000000000001,137.047678464,2,2,Nc1ccc(cc1)C(O)=O
AMBNAC19,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBNAC22,1.934,274.095356928,4,4,Nc1ccc(cc1)C(O)=O.Nc1ccc(cc1)C(O)=O
AMBSAM10,1.6760999999999995,363.1794209,4,5,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O.NC(=O)c1ccccc1O
AMBZCL,-3.235399999999996,353.12729701999996,3,3,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.[Cl-].O
AMBZCL01,-3.235399999999996,353.12729701999996,3,3,CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.[Cl-].O
AMCAPR01,-1.4613999999999996,131.094628656,1,2,[NH3+]CCCCCC(=O)[O-]
AMCAPR10,-1.4613999999999996,131.094628656,1,2,[NH3+]CCCCCC(=O)[O-]
AMCAPR11,-1.4613999999999996,131.094628656,1,2,[NH3+]CCCCCC(=O)[O-]
AMCILL,-1.7333999999999958,349.109627088,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1
AMCILL02,-1.7333999999999958,349.109627088,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1
AMCILL03,-1.7333999999999958,349.109627088,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1
AMDPYR10,3.1008400000000016,462.27432432800003,0,8,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O.CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O
AMEPUD,2.449900000000001,370.2368762,3,3,CCN(CC)C(=O)NC1CN(C)C2CC3=CNc4cccc(C2=C1)c34.CO
AMEQAK,2.0167,356.221226136,2,2,CCN(CC)C(=O)NC1CN(C)C2CC3=CNc4cccc(C2=C1)c34.O
AMEQEO,2.840000000000002,384.252526264,3,3,CCN(CC)C(=O)NC1CN(C)C2CC3=CNc4cccc(C2=C1)c34.CCO
AMEVAP,2.4335000000000013,430.983496608,2,6,NS(=O)(=O)c1cc2c(NC(=NS2(=O)=O)CSCc2ccccc2)cc1Cl
AMHBZO,0.42629999999999957,139.063328528,1,2,[NH4+].O=C([O-])c1ccccc1
AMHSAH,0.3976,311.10050188400004,4,5,O.Oc1ccccc1C(=O)[O-].OC(=O)c1ccccc1O.[NH4+]
AMIYUR,0.3992200000000014,428.15182624799985,3,7,C[NH+]1CCN(CC1)C1=Nc2ccccc2NC2=C1C=C(C)S2.OC(=O)C=CC(=O)[O-]
AMMCHC10,-1.2153999999999996,157.11027872,1,2,[NH3+]CC1CCC(CC1)C(=O)[O-]
AMMCHC11,-1.2153999999999996,157.11027872,1,2,[NH3+]CC1CCC(CC1)C(=O)[O-]
AMOXAP,3.4292000000000025,313.098189812,1,4,Clc1ccc2Oc3ccccc3N=C(N3CCNCC3)c2c1
AMOXCT10,-4.501899999999995,419.1362357599999,3,6,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccc(O)cc1.O.O.O
AMOXCT11,-4.501899999999995,419.1362357599999,3,6,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccc(O)cc1.O.O.O
AMOXCT12,-4.501899999999995,419.1362357599999,3,6,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccc(O)cc1.O.O.O
AMPCIH01,-4.207499999999995,403.14132113999995,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1.O.O.O
AMPCIH02,-4.207499999999995,403.14132113999995,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1.O.O.O
AMPCIH03,-4.207499999999995,403.14132113999995,2,5,[NH3+]C(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(=O)[O-])c1ccccc1.O.O.O
AMPCYB,2.799620000000001,467.253254536,2,7,CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O.CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1
AMPETP,-0.7010999999999996,233.081694622,3,2,OP(O)(=O)[O-].[NH3+]C(C)Cc1ccccc1
AMPETS02,-0.4784999999999988,232.06490250791,1,4,O=S(=O)([O-])[O-].[NH3+]C(C)Cc1ccccc1
AMPYRE,0.6638000000000001,94.053098192,1,2,Nc1ccncc1
AMPYRE01,0.6638000000000001,94.053098192,1,2,Nc1ccncc1
