identifier,logp_crippen,mol_weight,hb_donors,hb_acceptors,smiles
GIHCIK,-2.930999999999999,181.085126592,3,2,O=C([O-])c1ccccc1.NC(N)=[NH2+]
GIHWOJ,-1.322999999999999,219.99509620009002,1,4,[Ca+2].CC(=O)NCCCS(=O)(=O)[O-]
GIKKEQ,-1.7661999999999949,464.26025621609,3,9,O=N(=O)c1cc2COCCOCCOCCOCCOCc(c1)c2[O-].[NH3+]CC[NH3+].CCO
GILHAL,4.431500000000004,351.129299912,0,4,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1
GILXAE,2.3834999999999997,452.11683562000013,3,8,CC1(C)NC(=O)N(C1=O)c1ccc(c(c1)C(F)(F)F)N(=O)=O.Nc1ncnc2NC=Nc12
GIMBEM,-3.1258999999999997,217.055951704,3,5,O=N(=O)C1=C[N-]N=C1N(=O)=O.NC(N)=[NH2+]
GIMNUO,-3.9506000000000006,235.066516388,3,5,O=N(=O)C1=N[N-]C(=C1)N(=O)=O.NC(N)=[NH2+].O
GIMYUY,-6.147799999999996,169.111421592,4,3,[F-].OCC[NH+](CCO)CCO
GINDAI,-4.6707,125.97192563600001,0,3,[K+].CC(=O)C(=O)[O-]
GINFOZ,4.020500000000002,350.087826936,2,2,NC(=O)N1c2ccccc2C=Cc2ccccc12.OC(=O)C(F)(F)F
GINFOZ01,1.2802,350.087826936,2,2,[NH2+]=C(O)N1c2ccccc2C=Cc2ccccc12.FC(F)(F)C(=O)[O-]
GINFOZ02,4.020500000000002,350.087826936,2,2,NC(=O)N1c2ccccc2C=Cc2ccccc12.OC(=O)C(F)(F)F
GINNIB,0.5632999999999999,389.12546718,2,6,CCc1[nH+]c(N)nc(N)c1c1ccc(Cl)cc1.O=C([O-])c1cccnc1.O
GIQRED,1.3156000000000003,449.212156944,2,2,[Cl-].Oc1ccc2C(C(CCc2c1)c1ccccc1)c1ccc(OCC[NH+]2CCCC2)cc1
GIRWUA,3.430020000000002,340.189926008,2,5,Cc1ccnc2N(C3CC3)c3ncccc3C(=O)Nc12.CCCCO
GISKIE,-1.987899999999999,201.074955832,3,4,OC(=O)CCC(=O)[O-].NC1=CC=[NH+]N1
GITRIM,-0.9125000000000001,192.020477736,2,4,Nc1cc[nH+]cc1.OS(=O)(=O)[O-]
GITVAI,-2.3465999999999987,253.065847692,2,7,[NH3+]c1c[nH+]ccc1N.O=N(=O)[O-].O=N(=O)[O-].O
GIVCAQ,2.6048999999999998,301.190260356,3,3,CCCCCNC(N)=NN=CC1=CNc2ccc(OC)cc12
GIVCEU,1.7801999999999998,319.20082504,3,3,CCCCCNC(N)=NN=CC1=CNc2ccc(OC)cc12.O
GIVFIC,-0.5740000000000001,172.059640116,2,5,Nc1c[nH+]ccc1N.O=N(=O)[O-]
GIXDAS,-1.9208999999999996,78.07931294,2,2,O.NCCN
GIXVIW,4.535000000000006,458.2668389359999,3,4,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C.OC(=O)c1ccccc1O.O
GIXXOB,3.6784000000000017,379.169605164,1,4,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)N1C(=O)Nc2ccccc12
GIXXOB01,3.6784000000000017,379.169605164,1,4,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)N1C(=O)Nc2ccccc12
GIYDEZ,-5.547499999999997,246.052171788,3,6,CS(=O)(=O)[O-].[NH3+]CC(O)=O.[NH3+]CC(=O)[O-]
GIYDEZ01,-5.547499999999997,246.052171788,3,6,CS(=O)(=O)[O-].[NH3+]CC(O)=O.[NH3+]CC(=O)[O-]
GIYDEZ04,-5.547499999999997,246.052171788,3,6,CS(=O)(=O)[O-].[NH3+]CC(O)=O.[NH3+]CC(=O)[O-]
GIYLUY,2.3673999999999995,315.15829153199996,3,4,NNC(=O)c1ccncc1.CC(C)(C)c1ccc(cc1)C(O)=O
GIZMAE,2.8537000000000017,397.180169848,1,4,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)N1C(=O)Nc2ccccc12.O
GIZMAE01,2.8537000000000017,397.180169848,1,4,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)N1C(=O)Nc2ccccc12.O
GLCROL,-1.6681000000000001,92.047344116,3,3,OCC(O)CO
GLCROL01,-1.6681000000000001,92.047344116,3,3,OCC(O)CO
GLICAC01,-1.8734000000000002,152.032087976,4,4,OCC(O)=O.OCC(O)=O
GLICAC10,-1.8734000000000002,152.032087976,4,4,OCC(O)=O.OCC(O)=O
GLULAC10,-3.0132,178.04773804,4,6,OCC1OC(=O)C(O)C(O)C1O
GLUTAM,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM01,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM02,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM03,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM04,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM05,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM06,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM07,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM08,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM09,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAM10,-3.3876999999999997,146.06914218,2,3,[NH3+]C(CCC(N)=O)C(=O)[O-]
GLUTAN,-5.048999999999998,182.045819892,3,2,[Cl-].[NH3+]C(CCC(N)=O)C(O)=O
GLYBAC10,-7.223299999999999,265.91614438409,1,2,[Ba+2].[Cl-].[NH3+]CC(=O)[O-].O
GLYCAD,-15.715200000000001,332.0066118759999,2,4,[Ca+2].[Cl-].[Cl-].[NH3+]CC(=O)[O-].[NH3+]CC(=O)[O-].O.O.O.O
GLYCAD10,-15.715200000000001,332.0066118759999,2,4,[Ca+2].[Cl-].[Cl-].[NH3+]CC(=O)[O-].[NH3+]CC(=O)[O-].O.O.O.O
GLYCIN,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN01,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN02,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN03,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN04,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN05,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN15,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN16,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN17,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN18,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN19,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN20,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN21,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN22,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN23,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN24,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN25,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN26,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN27,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN28,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN29,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN30,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN31,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN32,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN33,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN34,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN35,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN36,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN37,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN38,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN39,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN40,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN41,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN42,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN43,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN44,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN45,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN46,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN47,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN48,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN49,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN50,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN51,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN52,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN53,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN54,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN55,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN56,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN57,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN58,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN59,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN60,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN61,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN62,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN63,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN64,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN65,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN66,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN67,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN68,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN69,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN71,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN72,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN73,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN74,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN75,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN76,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN77,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN78,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN79,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN80,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN81,-6.0436,150.0640568,2,4,[NH3+]CC(=O)[O-].[NH3+]CC(=O)[O-]
GLYCIN82,-9.065400000000004,225.0960852,3,6,[NH3+]CC(=O)[O-].[NH3+]CC(=O)[O-].[NH3+]CC(=O)[O-]
GLYCIN83,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN84,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN85,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN86,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN87,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN88,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN89,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN90,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN91,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN92,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN93,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN94,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN95,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN96,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN97,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN98,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCIN99,-3.0218,75.0320284,1,2,[NH3+]CC(=O)[O-]
GLYCNI,-1.9261999999999997,138.027671292,2,4,[NH3+]CC(O)=O.O=N(=O)[O-]
GLYCPH,-3.247699999999999,173.008923606,4,3,OP(O)(=O)[O-].[NH3+]CC(O)=O
GLYCPH01,-3.247699999999999,173.008923606,4,3,OP(O)(=O)[O-].[NH3+]CC(O)=O
GLYHCL,-4.683099999999999,111.008706112,2,1,[Cl-].[NH3+]CC(O)=O
GLYHCL01,-4.683099999999999,111.008706112,2,1,[Cl-].[NH3+]CC(O)=O
GLYHCL02,-4.683099999999999,111.008706112,2,1,[Cl-].[NH3+]CC(O)=O
GLYHCL03,-4.683099999999999,111.008706112,2,1,[Cl-].[NH3+]CC(O)=O
GLYSRC10,-8.047999999999998,233.92707396809,1,2,[Cl-].[NH3+]CC(=O)[O-].O.O.[Sr+2]
GLYTMS,-3.065299999999999,303.059030996,4,5,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O.[NH3+]CC(=O)[O-].O
GOBVAU,3.1654400000000025,428.087052798,2,5,Cc1ncc(C[N+]2=CSC(=C2C)CCO)c(N)n1.O.F[P-](F)(F)(F)(F)F
GODHUG,-3.6203999999999974,462.04132251191,3,6,Clc1ccccc1.O=S(=O)([O-])c1ccc(cc1)S(=O)(=O)[O-].O.O.O.NC(N)=[NH2+]
GODNAO,3.3916600000000017,243.125928784,1,2,Cc1cc(C)nc(C)c1.OC(=O)c1ccccc1
GOFRIG,0.6614999999999995,196.084792244,2,3,CCC(O)=O.NC(=O)c1ccncc1
GOFSEA,-1.4266799999999975,235.15533764808998,2,2,CC1=CC(=O)N([N-]1)c1ccccc1.[NH3+]CC[NH3+]
GOFWOP,-4.470399999999995,366.1790865519999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O.O
GOFWOP01,-4.470399999999995,366.1790865519999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O.O
GOFWOP02,-4.470399999999995,366.1790865519999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O.O
GOFWOP03,-4.470399999999995,366.1790865519999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O.O
GOFWUV,-3.645699999999996,348.1685218679999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O
GOFWUV01,-3.645699999999996,348.1685218679999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O
GOFWUV02,-3.645699999999996,348.1685218679999,2,4,[NH3+]C(Cc1ccccc1)C(=O)[O-].[NH3+]C(Cc1ccccc1)C(=O)[O-].O
GOGLAS,-2.338779999999997,332.978274344,2,4,[Br-].[NH3+]c1ccc(cc1)S(=O)(=O)NC1=NOC(=C1)C
GOGLAT,0.6107999999999989,379.05894268799995,3,5,OC1=C(Cl)C(=O)C(=C(Cl)C1=O)[O-].[NH3+]CC1(CCCCC1)CC(O)=O
GOGQEZ,2.1687000000000007,422.26683893599994,4,6,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C21.CC(C)O
GOGQID,1.7494,288.111006992,2,5,NC(=O)c1cccnc1.CCOC(=O)c1ccc(O)cc1
GOHSUS,-1.3412599999999952,342.207405912,2,1,O.CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C.[Cl-]
GOHTUW,2.7514000000000003,285.10010796,3,3,OC(=O)C=Cc1ccccc1.Nc1ccc(cc1)C(O)=O
GOJLIC,3.4680000000000013,358.012326844,3,5,Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O.CO
GOJRUU,-5.434299999999998,348.0414911439999,2,5,Nc1cc[nH+]cc1.[NH3+]c1cc[nH+]cc1.O=[As]([O-])([O-])[O-].O
GOKBAL,2.0793999999999997,274.095356928,2,4,OC(=O)CCC(O)=O.c1cc(ccn1)c1ccncc1
GOKBAL01,2.0793999999999992,274.095356928,2,4,c1cc(ccn1)c1ccncc1.OC(=O)CCC(O)=O
GOKCES,1.1469999999999996,470.27538694800006,2,8,O.CN(C)C(=O)C1=Cc2cnc(Nc3ccc(cn3)N3CCNCC3)nc2N1C1CCCC1.O
GOLGIA,-4.491199999999998,328.0776157520001,3,4,[O-]C(=S)c1[nH+]c(ccc1)C([O-])=S.CN(C)C(=[NH2+])N=C(N)N
GOLVOS,-3.3630999999999958,280.145678248,2,5,[NH3+]C(CCSC)C(=O)[O-].[NH3+]C(CCCC)C(=O)[O-]
GOLVUY,-3.460199999999997,248.173607248,2,4,[NH3+]C(C(C)C)C(=O)[O-].[NH3+]C(CCCC)C(=O)[O-]
GOLZIR,-7.156499999999999,284.085580092,4,6,OC(=O)C=CC(=O)[O-].[NH3+]CC(O)=O.[NH3+]CC(=O)[O-].O
GOMDAO,-1.6629999999999996,282.121571676,3,3,[NH3+]C(CC1=CNc2ccccc12)C(=O)[O-].CC(O)=O.O
GOMDET,1.2240999999999993,376.12052612,1,8,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.OC(=O)CCSc1ccccc1
GOMREF,2.1621000000000015,403.181729408,1,4,CS(=O)(=O)[O-].C[NH+]1C2CCC1CC(C2)OC(c1ccccc1)c1ccccc1
GONLUU,4.601280000000004,466.25800556800004,2,8,CCOC(=O)c1ccc(N)cc1.CCOC(=O)c1ccc(N)cc1.Cc1nc(C)c(C)nc1C
GONTOW,0.9054000000000002,290.09027154800003,4,5,OC(=O)Cc1ccc(O)c(O)c1.NC(=O)c1cccnc1
GOPGEX,4.385440000000004,430.16410518400005,4,8,Oc1ccc(O)cc1.Cc1cnc2cccc(O)c2n1.Cc1cnc2cccc(O)c2n1
GORKUV,-6.346600000000001,183.13710074008998,4,2,[NH3+]CCNCCNCC[NH3+].[Cl-]
GORKUV01,-9.342600000000008,218.10650199999998,4,2,[Cl-].[Cl-].[NH3+]CCNCCNCC[NH3+]
GOVZIC,-6.147799999999996,277.017491372,4,3,[I-].OCC[NH+](CCO)CCO
GOVZIC01,-6.147799999999996,277.017491372,4,3,[I-].OCC[NH+](CCO)CCO
GOWPOA,0.27331999999999984,313.06200820000004,1,4,Cc1ccc(cc1)S(=O)(=O)[O-].OC(=O)c1c[nH+]ccc1.O
GOYGOU,1.0857999999999999,462.1306121360001,3,9,Oc1ccc(Cl)cc1C(=O)[O-].COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC
GOZTUO,-3.5247000000000006,392.1543283479998,3,9,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.Oc1cccc(O)c1O.O.O.O.O
GOZVAW,-0.2259000000000005,320.1120696119999,3,9,CN1C=NC2=C1C(=O)N(C)C(=O)N2C.Oc1cccc(O)c1O
GRISFL,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL02,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL03,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL04,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL06,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL07,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL10,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL18,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL24,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL25,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL26,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL40,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL41,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL42,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL43,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL44,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL45,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GRISFL47,2.8103000000000007,352.071365944,0,6,COc1cc(OC)c2C(=O)C3(Oc2c1Cl)C(C)CC(=O)C=C3OC
GUANCB,-5.428100000000001,120.04146463190999,3,3,O=C([O-])[O-].NC(N)=[NH2+]
GUANCB01,-5.428100000000001,120.04146463191,3,3,NC(N)=[NH2+].O=C([O-])[O-]
GUANCB02,-5.428100000000001,120.04146463190999,3,3,O=C([O-])[O-].NC(N)=[NH2+]
GUANCW,-3.1205999999999943,386.20127854000003,3,9,C1COCCOCCOCCOCCOCCO1.NC(N)=[NH2+].O=N(=O)[O-]
GUAPST,-3.4277000000000006,123.019763062,3,2,O=P[O-].NC(N)=[NH2+]
GUAPST01,-3.4277000000000006,123.019763062,3,2,NC(N)=[NH2+].O=P[O-]
GUBARB10,-3.687599999999998,279.154268772,4,3,CCC1(CC)C(=O)NC(=O)[N-]C1=O.NC(N)=[NH2+].O.O
GUDFIY,-2.6839999999999975,227.11903239209,2,2,Fc1ccc(cc1)C(=O)[O-].[NH2+]1CC[NH2+]CC1
GUFKUR,-2.4962999999999997,288.04544659600003,3,7,O=N(=O)c1cc(c([O-])c(c1)N(=O)=O)N(=O)=O.NC(N)=[NH2+]
GUHOXM,-5.9849,167.054220388,4,3,OC(=O)C(=O)[O-].NC(N)=[NH2+].O
GUHOXM01,-5.9849,167.054220388,4,3,OC(=O)C(=O)[O-].NC(N)=[NH2+].O
GUHOXM02,-5.9849,167.054220388,4,3,OC(=O)C(=O)[O-].O.NC(N)=[NH2+]
GUHOXM04,-5.9849,167.054220388,4,3,OC(=O)C(=O)[O-].NC(N)=[NH2+].O
GUHZES,0.9964000000000004,382.189257312,2,5,CC(C)[NH2+]CC(O)COc1cccc2ccccc12.O=C([O-])c1cccnc1
GUJBOG,-1.520499999999995,421.221285712,4,7,CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1.O=C([O-])c1cccnc1.CO
GUJPAG,-3.003099999999999,314.07501540799996,3,5,NC(=O)c1c[nH+]ccc1.OC(=O)C=C(CC(=O)[O-])C(O)=O.O
GUJPAG01,-3.003099999999999,314.07501540799996,3,5,NC(=O)c1c[nH+]ccc1.OC(=O)C=C(CC(=O)[O-])C(O)=O.O
GUKPOR,-4.795399999999997,276.06400955600003,4,4,OP(=O)([O-])CCP(O)(=O)[O-].[NH2+]1CC[NH2+]CC1
GUKSAH,-8.642500000000004,319.090952576,4,5,[NH3+]C(C)(P(O)(=O)[O-])P(=O)([O-])[O-].[NH3+]CC[NH3+].O.O.O
GUKYEQ,-3.9593999999999934,324.15326572799995,2,6,OC(=O)C(=O)[O-].C[N+](C)(C)CC(=O)[O-].C[N+](C)(C)CC(O)=O
GUKZOB,4.593800000000002,273.26677936,1,2,CCCCCCCCCCCCCCCC(=O)[O-].[NH4+]
GULQOV,-2.2364799999999985,360.0198261039999,3,7,[NH3+]c1ccc(cc1)S(=O)(=O)N=C1NN=C(C)S1.OC(=O)C(=O)[O-]
GULQOV01,-2.2364799999999985,360.0198261039999,3,7,[NH3+]c1ccc(cc1)S(=O)(=O)N=C1NN=C(C)S1.OC(=O)C(=O)[O-]
GUNPEK,3.4487000000000023,408.28757437999997,4,4,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
GURNEN,0.06449999999999995,56.026214748,0,1,C=O.C#C
GUSSES,3.5584000000000024,479.24202115599996,2,8,CN(C)C=CC(=O)c1cc(cc(c1)C(=O)C=CN(C)C)C(=O)C=CN(C)C.Oc1ccc(O)cc1
GUTSIX,-3.4988999999999946,356.16958448800005,3,7,OC(=O)C1CC(CC(C1)C(=O)[O-])C(O)=O.C1[NH+]2CN3CN1CN(C2)C3
GUVHOY,0.8862999999999996,349.06584769200003,3,8,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O.NNC(=O)c1ccncc1
GUVXEC,0.7376999999999999,256.084792244,2,3,Oc1ccccc1C(=O)[O-].N1C=[NH+]c2ccccc12
GUVXEC01,0.7376999999999999,256.084792244,2,3,Oc1ccccc1C(=O)[O-].N1C=[NH+]c2ccccc12
GUWRAV,1.5097000000000003,447.130946484,3,8,O=C([O-])c1ccc(cc1)N(=O)=O.CCc1[nH+]c(N)nc(N)c1c1ccc(Cl)cc1.CO
GUXNEV,-2.208199999999998,295.09683414799997,3,4,FC1=CNC(=O)NC1=O.[NH3+]C(Cc1ccccc1)C(=O)[O-]
GUXQOI,-3.8347999999999987,133.085126592,3,2,NC(N)=[NH2+].CCC(=O)[O-]
